BESTDATE,BESTSTAT,NAMEADDR,Alias,LANDUSE,CASENO,PLNDESC,BPAPPLNO,DBIDESC,FirstFiled,COST,PROPUSE,APN,EntitlementStatus,NEIGHBORHOOD,PLANAREA,PLANDISTRICT,SUPDIST,ZONING,ZONEDISTRICTNAME,HEIGHTLIMIT,UNITS,UNITSNET,AFFORDABLE,AFFORDABLE_NET,RETAILCOMM_EXISTING,RETAILCOMM_PROPOSED,RETAILCOMM_NET,OFFICE_EXISTING,OFFICE_PROPOSED,OFFICE_NET,INDUSTRIAL_EXISTING,INDUSTRIAL_PROPOSED,INDUSTRIAL_NET,MEDICAL_EXISTING,MEDICAL_PROPOSED,MEDICAL_NET,VISITOR_EXISTING,VISITOR_PROPOSED,VISITOR_NET,CIE_EXISTING,CIE_PROPOSED,CIE_NET,SPONSOR,CONTACT,CONTACTPH,PLANNER,LOCATION
01/14/2016,BP Filed,715 COMMERCIAL ST,,Resident,2016-000875PRJ,,201601147159,LEGALIATION OF DWELLING UNIT @ GROUND FLOOR PER ORDINANCE 43-14. NO CHANGE TO UNIT# 1.  UNIT# 2: INS,01/14/2016,$28000.00,2 FAMILY DWELLING,APN 0226026,-1,Chinatown,Chinatown,Northeast,SUPERVISORIAL DISTRICT 3,CCB,CHINATOWN-COMMUNITY BUSINESS,50-N,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7938388811, -122.405002)"
05/29/2015,CONSTRUCTION,715 KIRKHAM ST,,Resident,,,201307222456,"TO ERECT 4 STORIES, NO BASEMENT, TWO FAMILY DWELLING.",07/22/2013,$400000.00,2 FAMILY DWELLING,APN 1857037,-1,Inner Sunset,,Inner Sunset,SUPERVISORIAL DISTRICT 7,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7599548603, -122.468537)"
07/08/2015,CONSTRUCTION,74 BLAKE ST,,Resident,,,201401317585,"TO ERECT 2 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.",01/31/2014,$175000.00,1 FAMILY DWELLING,APN 1068004,-1,Presidio Heights,,Richmond,SUPERVISORIAL DISTRICT 2,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7825672035, -122.450924)"
02/16/2016,BP ISSUED,716 CLEMENTINA ST,,Resident,2015-001273PRJ,"AT GROUND FLOOR, CONVERT EXISTING STORAGE SPACE TO TWO NEW LIVING UNITS; AND INFILL SPACE AT THE REAR UNDER (E) LIVING SPACE ABOVE",201405296933,"AT GROUND FLOOR, CONVERT EXISTING STORAGE SPACE TO TWO NEW LIVING UNITS; AND INFILL SPACE AT THE REAR UNDER (E) LIVING SPACE ABOVE.--MAHER--COMPLIANCE WITH ORDINANCE NO.155-13. NOT REQUIRED.",05/29/2014,$49000.00,APARTMENTS,APN 3729042,-1,South of Market,Western SoMa (EN); South of Market,South of Market,SUPERVISORIAL DISTRICT 6,RED-MX,RESIDENTIAL ENCLAVE-MIXED,45-X,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4156523047,JBANALES,"(37.7752336229, -122.411128)"
11/04/2014,BP FILED,718 17TH AV,,Resident,,,201411040618,LEGALIZE ILLEGAL ROOMS ON FIRST FLOOR & CONVERT TO LEGAL IN-LAW DWELLING UNIT UNDER ORDINANCE NO.43-,11/04/2014,$30000.00,2 FAMILY DWELLING,APN 1659041,0,Inner Richmond,,Richmond,SUPERVISORIAL DISTRICT 1,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7744245788, -122.475399)"
12/07/2015,PL FILED,719 LARKIN ST,,Mixres,2015-005329PRJ,"Demolish existing one-story over basement commercial building and construct a new mixed use 8-story building consisting of a basement level storage and residential parking garage, 1,400 SF ground floor retail, and 42 residential units.",,,07/31/2015,$0.00,,APN 0717003,0,Downtown/Civic Center,,Downtown,SUPERVISORIAL DISTRICT 6,RC-4,"RESIDENTIAL- COMMERCIAL, HIGH DENSITY",80-T,42,42,0,0,6000,1400,-4600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7845464632, -122.418073)"
03/23/2016,CONSTRUCTION,72 CASELLI AV,,Resident,,,201407141153,CONVERT ILLEGAL DWELLING UNIT TO LEGAL UNIT PER ORDINANCE NO. 43-14. REVISION TO PA#201305308235. CO,07/14/2014,$94000.00,APARTMENTS,APN 2691019,-1,Castro/Upper Market,,Central,SUPERVISORIAL DISTRICT 8,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7599367457, -122.440978)"
03/25/2010,PL APPROVED,72 ELLIS ST,,Visitor,2009.1105,"Extension of entitlements (Case Nos. 200.383CX and 2004.1047CX) for demolition of an existing surface parking lot and construction of an 11-story, 156 room hotel with ground floor retail.",201508033157,"TO ERECT 11 STORIES, 1 BASEMENT, 156 UNITS HOTEL ROOM & RETAIL BUILDING. ** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 NOT REQUIRED **",12/02/2009,$10500000.00,TOURIST HOTEL/MOTEL,APN 0327011,-1,Downtown/Civic Center,Downtown,Downtown,SUPERVISORIAL DISTRICT 3,C-3-R,DOWNTOWN- RETAIL,80-130-F,0,0,0,0,0,2500,2500,0,0,0,0,0,0,0,0,0,0,76554,76554,0,0,0,Walter Le,Chris Fol,577-9885,BHELBER,"(37.7857990428, -122.407442)"
12/01/2015,BP APPROVED,720 YORK ST,,Resident,,,201307303167,ADD SECONDARY EXIT STAIR PER RESIDENTIAL BUILDING CODE. CHANGE FROM ART STUDIO TO CONDO UNIT.,07/30/2013,$1500.00,ARTIST LIVE/WORK,APN 4080015,-1,Mission,Mission (EN),Mission,SUPERVISORIAL DISTRICT 10,UMU,URBAN MIXED USE,58-X,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7598258519, -122.409203)"
02/01/2016,BP Filed,721 32ND AV,,Resident,2016-001735PRJ,,201602018544,LEGALIZATION OF GROUND LEVEL UNIT UNDER ORD 43-14.,02/01/2016,$15000.00,APARTMENTS,APN 1612003,0,Outer Richmond,,Richmond,SUPERVISORIAL DISTRICT 1,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7754566196, -122.492254)"
12/24/2009,BP FILED,721 CLEMENTINA ST,,Resident,2006.1251,,200912243860,REMODEL FIRST TWO FLOORS & ADD 2 ADDITIONAL STORIES OF RESIDENTIAL. CONVERT (E) 2ND FLOOR TO RESIDEN,10/12/2006,$200000.00,1 FAMILY DWELLING,APN 3729039,-1,South of Market,Western SoMa (EN); South of Market,South of Market,SUPERVISORIAL DISTRICT 6,RED-MX,RESIDENTIAL ENCLAVE-MIXED,45-X,1,1,0,0,0,0,0,0,0,0,3750,1875,-1875,0,0,0,0,0,0,0,0,0,,,,,"(37.7749694462, -122.410920)"
02/04/2015,BP FILED,724 BRANNAN ST,,Retail/Ent,2015-002622PRJ,,201502047533,CHANGE OF USE. CONVERT PORTIONOF 724 BRANNAN FROM AUTO REPAIR & STORAGE INTO RETAIL SALES & SERVICE.,02/04/2015,$1.00,HEALTH STUDIOS & GYM,APN 3779132,-1,South of Market,Western SoMa (EN); South of Market,South of Market,SUPERVISORIAL DISTRICT 6,SALI,SERVICE/ARTS/LIGHT INDUSTRIAL,40/55-X,0,0,0,0,0,1,1,0,0,0,3,2,-1,0,0,0,0,0,0,0,0,0,,FIFTH HISTORIC PROPERTIES LLC,,KDURANDE,"(37.7745141665, -122.402111)"
11/12/2014,BP FILED,726 PRESIDIO AV,,Resident,,,201411121318,"TO ERECT 4 STORIES, 1 BASEMENT, 7 UNITS MULTI-FAMILY RESIDENT.
** MAHER: COMPLIANCE WITH ORDINANCE N",11/12/2014,$900000.00,APARTMENTS,APN 1055013,0,Western Addition,,Richmond,SUPERVISORIAL DISTRICT 2,RM-2,"RESIDENTIAL- MIXED, MODERATE DENSITY",40-X,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7849923977, -122.445930)"
02/03/2016,BP FILED,727 - 731 NATOMA ST,,Resident,2014.1205,"The proposed project would result in six new residential units; three one-bedroom units in the basement, two one-bedroom units on the third floor, and one three-bedroom unit on the fourth floor. The existing two two-bedroom units on the ground floor woul",201602038696,"REHABILIATION, REMODEL, UPDATE & ADDITION OF (E) 4 UNIT APARTMENT BUILDING. ADD (6)(N) UNITS. ADD (2) FLOORS ABOVE. EXPAND (E) BASEMENT BELOW. REHAB (E) FACADE.",08/01/2014,$1000000.00,APARTMENTS,APN 3728032,0,South of Market,Western SoMa (EN); South of Market,Downtown,SUPERVISORIAL DISTRICT 6,RED-MX,RESIDENTIAL ENCLAVE-MIXED,45-X,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7761553804, -122.412524)"
07/16/2015,BP FILED,735 BRYANT ST,,PDR,,,201507161708,CONSTRUCT A NEW 3RD FLOOR FOR ARTIST WORKSHOP. 2 NEW BATHROOMS. N/A MAHER ORD.,07/16/2015,$200000.00,WORKSHOP COMMERCIAL,APN 3778046B,0,South of Market,Central SoMa; Western SoMa (EN); South of Market,South of Market,SUPERVISORIAL DISTRICT 6,SALI,SERVICE/ARTS/LIGHT INDUSTRIAL,40/55-X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7769458786, -122.400848)"
09/26/2014,PL FILED,740 WASHINGTON ST,,Mixres,2014.0775,"Change of use from 3,317.5 sf residential use over 9,994.5 sf ground floor commercial to 24 units (11,612 sf) of group housing over 1,700 sf of ground floor restuarant use.",,,09/26/2014,$3000000.00,,APN 0194009,0,Chinatown,Chinatown,Northeast,SUPERVISORIAL DISTRICT 3,CVR,CHINATOWN- VISITOR RETAIL,50-N,24,23,18,18,9995,1700,-8295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alice Barkley,Alice Barkley,415-356-4635,,"(37.7954261459, -122.405875)"
12/15/2006,BP FILED,749 WISCONSIN ST,,Resident,2006.1506,The proposal is to demolish a single-family house and constructing a two-unit structure.,200612159955,ERECT 4 STORIES OF 2 DWELLING UNITS.,12/14/2006,$700000.00,2 FAMILY DWELLING,APN 4098027,0,Potrero Hill,Showplace Square/Potrero Hill (EN),South of Market,SUPERVISORIAL DISTRICT 10,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mike Susoev,Daniel Ewald,255-0700,EJACKSON,"(37.7579906586, -122.398692)"
01/13/2016,PL FILED,75 ARKANSAS ST,,Mixres,2015-009928PRJ,"Demolition of existing 1-story warehouse building.  Proposed new construction of a 4 story mixed-use building, with 8,150 sf of  ground floor retail and multipurpose space with 56,700 sf of residential over 3 floors of student housing consisting of 30 un",,,09/15/2015,$0.00,,APN 3952001B,0,Potrero Hill,Showplace Square/Potrero Hill (EN),South of Market,SUPERVISORIAL DISTRICT 10,UMU,URBAN MIXED USE,48-X,50,50,0,0,0,8179,8179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7653947114, -122.398410)"
04/01/2016,BP FILED,75 HOWARD ST,,Mixres,2011.1122,Proposes to demolish the existing 8 -story parking garage (containing 550 parking spaces). The project would construct a residential bldg. containing 175 residential units and a below-grade parking garage. The parking garage would contain accessory parki,201604013681,"TO ERECT 20 STORIES, 2 BASEMENTS, 118 DWELLING UNITS WITH COMMERCIAL. ** MAHER: DISTURBANCE OF AT LEAST 50 CU. YD. OF SOIL. ROUTE TO DPH **",01/13/2012,$146916000.00,APARTMENTS,APN 3741031,0,Financial District,Transit Center District; Downtown,South of Market,SUPERVISORIAL DISTRICT 6,C-3-O(SD),DOWNTOWN- OFFICE (SPECIAL DEVELOPMENT),200-S,118,118,0,0,0,5824,5824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jim Abrams,Jim Abrams,415 393 8370,TCHANG,"(37.7915578767, -122.391672)"
03/12/2014,PL APPROVED,75 LANSING ST,,Resident,2013.0981,Variance request to the open space requirement of P.C. Sec. 827.49 to permit the conversion of 1 of 3 commercial units to a residential unit (1 br).,,,07/25/2013,$9999.00,,APN 3749184,-1,South of Market,Rincon Hill,South of Market,SUPERVISORIAL DISTRICT 6,RH DTR,RINCON HILL DOWNTOWN RESIDENTIAL,65-X,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Larry & Janie Tarter,Larry & Janie Tarter,650-455-1668,BFU,"(37.7857262336, -122.394180)"
06/29/2015,BP FILED,75 LELAND AV,,Resident,,,201506290164,"REAR BLDG - ERECT 2-STORY, TYPE 5, 1 DWELLING UNIT BUILDING.",06/29/2015,$600000.00,1 FAMILY DWELLING,APN 6250007B,0,Visitacion Valley,,South Central,SUPERVISORIAL DISTRICT 10,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7113273341, -122.405538)"
06/23/2015,BP FILED,750 14TH ST,,Resident,,,201506239703,REMODEL GROUND FL & BASEMENT TO ACCOMMODATE 7 NEW APART UNITS TO AN EXISTING MIXED USE BLDG. REMODEL,06/23/2015,$650000.00,APARTMENTS,APN 3537025,0,Castro/Upper Market,Market and Octavia,Buena Vista,SUPERVISORIAL DISTRICT 8,RTO,RESIDENTIAL TRANSIT ORIENTED DISTRICT,40-X,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7678751928, -122.430293)"
02/23/2016,BP FILED,750 HARRISON ST,,Mixres,2013.0485,"The proposed project would invove demolition of existing one-story commercial building (constructed in 1954) and construction of a new eight-story, residential building.  The proposed building would consist of seven residential levels with 77 units, over",201602230301,CONSTRUCT (N) 9-STORY MIXED-USE BUILDING. MAHER ORDINANCE IS NOT COMPLY.,04/18/2013,$6000000.00,APARTMENTS,APN 3751029,-1,South of Market,Central SoMa; East SoMa (EN),South of Market,SUPERVISORIAL DISTRICT 6,MUO,MIXED USE-OFFICE,85-X,79,79,9,9,0,2801,2801,0,0,0,5324,0,-5324,0,0,0,0,0,0,0,0,0,,,,DVU,"(37.7817807110, -122.398676)"
03/28/2013,BP FILED,751 WEBSTER ST,,Resident,,,201303283273,TO COMPLY WITH NOV #200993480. LEGALIZE THE UNIT AT REAR.,03/28/2013,$1.00,APARTMENTS,APN 0797003,0,Western Addition,,Western Addition,SUPERVISORIAL DISTRICT 5,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",50-X,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7776287614, -122.430139)"
12/14/2015,PL FILED,755 OCEAN AV,Lick Wilmerding High,CIE,2015-006425PRJ,"The proposed project consists of the demolition and new construction of a classroom & office building that is linked to two existing 2-story high buildings, one of which will undergo a partial renovation as part of this project.
The existing building th",,,05/21/2015,$0.00,,APN 6948023,0,Outer Mission,Balboa Park,Ingleside,SUPERVISORIAL DISTRICT 7,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Union Development Company,Joel Roos,415-929-6708,DWASHING,"(37.7223220963, -122.448980)"
12/23/2014,BP FILED,757 VALENCIA ST,,Retail/Ent,,,201412234411,"INSTALL 9' X 20', 1-STORY, TYPE 5, CONTAINER RESTAURANT.",12/23/2014,$20000.00,FOOD/BEVERAGE HNDLNG,APN 3589088,0,Mission,Mission (EN),Mission,SUPERVISORIAL DISTRICT 9,NCT-VALENCIA,VALENCIA STREET NEIGHBORHOOD COMMERCIAL TRANSIT,55-X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7607699772, -122.421207)"
11/02/2012,CONSTRUCTION,857 ALABAMA ST,,Resident,,,201012307679,"ERECT 4 STORIES OF 2 DWELLING UNIT,TYPE 5",12/30/2010,$0.00,,APN 4085026,-1,Mission,Mission (EN),Mission,SUPERVISORIAL DISTRICT 9,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7581929091, -122.411214)"
09/26/2014,BP FILED,76 BRUCE AV,,Resident,,,201409267378,"THREE STORY REAR ADDITION FOR NEW MASTER BEDROOM, BEDROOM FAMLY,BATHROOM,TWO STORY FRONT ADDITION FO",09/26/2014,$49000.00,2 FAMILY DWELLING,APN 6946019,0,Ocean View,,Ingleside,SUPERVISORIAL DISTRICT 11,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7223601294, -122.452524)"
12/10/2009,PL APPROVED,762 27TH AV,,Resident,2009.0522,Addition/alteration to single-family residence and add second unit.,,,06/11/2009,$180000.00,2 FAMILY DWELLING,APN 1618007,-1,Outer Richmond,,Richmond,SUPERVISORIAL DISTRICT 1,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7750242009, -122.486188)"
09/04/2008,BP FILED,762 37TH AV,,Resident,,,200809040762,"VERTICAL ADDITION OF TWO FLOORS ABOVE TWO STORIES (E)-ADD ONE FULL DWELLING UNIT. ELECTRICAL, PLUMBI",09/04/2008,$300000.00,2 FAMILY DWELLING,APN 1608012,0,Outer Richmond,,Richmond,SUPERVISORIAL DISTRICT 1,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7745558892, -122.496908)"
09/02/2014,BP FILED,763 05TH AV,,Resident,,,201409025180,HORIZONTAL & VERTICAL ADDITION TO REAR OF (E) 3 STORY 2 UNIT BUILDING TO PROVIDE NEW 3RD UNIT. ADDIT,09/02/2014,$350000.00,APARTMENTS,APN 1648012,0,Inner Richmond,,Richmond,SUPERVISORIAL DISTRICT 1,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",40-X,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7744101056, -122.463061)"
05/29/2015,BP FILED,767 TEHAMA ST,,Resident,2015-006913PRJ,,201505297474,"COMPLY TO NOV#201519311,201519321,201247141,201168394,201168456,200788234, 120666964. REMODEL OF (E)",05/29/2015,$90000.00,APARTMENTS,APN 3729063,0,South of Market,Western SoMa (EN); South of Market,South of Market,SUPERVISORIAL DISTRICT 6,RED-MX,RESIDENTIAL ENCLAVE-MIXED,45-X,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7749046739, -122.411920)"
06/26/2014,BP FILED,768 HARRISON ST,,Mixres,2013.1872,The proposed project includes the demolition of an existing 2-story building and the construction of a new 9-story building with retail on the 1st floor and the mezzanine and residential uses above. The project would have 26 residential units and no off-,201406269588,"ERECT NEW MULTI-FAMILY RESIDENTIAL, OFFICE, RETAIL",08/29/2014,$7800256.00,APARTMENTS,APN 3751033,0,South of Market,Central SoMa; East SoMa (EN),South of Market,SUPERVISORIAL DISTRICT 6,MUO,MIXED USE-OFFICE,85-X,26,26,0,0,0,1394,1394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ian Birchall,John Kevlin,415 567 9000,,"(37.7814955747, -122.399105)"
06/29/2015,BP FILED,81 LELAND AV,,Resident,,,201506290158,"FRONT BLDG - ERECT 3-STORY, TYPE 5, 4 DWELLING UNITS WITH OFFICE BUILDING.",06/29/2015,$600000.00,APARTMENTS,APN 6250030,0,Visitacion Valley,Schlage Lock,South Central,SUPERVISORIAL DISTRICT 10,NC-2,"NEIGHBORHOOD COMMERCIAL, SMALL SCALE",40-X,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7116224553, -122.405462)"
06/20/2013,BP FILED,77 & 85 FEDERAL ST,,Mixed,2012.1410,"The proposed project is to demolish two story existing office buildings and new construction of a 5 story, 65-foot tall, commercial building with retail (fitness facility) at the ground-floor and basement level, and office use on the upper four-floors.",201306200082,ERECT 5-STORY COMMERCIAL & RETAIL NEW BUILDING.,03/26/2013,$14836884.00,OFFICE,APN 3774071,0,South of Market,East SoMa (EN); South of Market,South of Market,SUPERVISORIAL DISTRICT 6,MUO,MIXED USE-OFFICE,65-X,0,0,0,0,0,22363,22363,17116,49730,32614,0,0,0,0,0,0,0,0,0,0,0,0,David Yocke,David Yocke,415-269-1332,,"(37.7828622723, -122.392342)"
10/20/2015,BP FILED,771 SILVER AV,,Resident,,,201510200292,CONSTRUCT (N) 3-STORY SINGLE FAMILY DWELLING.,10/20/2015,$500000.00,1 FAMILY DWELLING,APN 5898035,0,Excelsior,,South Central,SUPERVISORIAL DISTRICT 9,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7292151548, -122.419917)"
02/07/2013,BP FILED,774 33RD AV,,Resident,,,201302079711,"LIVING ROOM, 3 BEDROOM & 2 BATH ADDITION. (1,167 SQ FT).  EXISTING BEDROOM CONVERT TO KITCHEN.",02/07/2013,$150000.00,2 FAMILY DWELLING,APN 1612017N,0,Outer Richmond,,Richmond,SUPERVISORIAL DISTRICT 1,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7745465164, -122.492605)"
02/16/2016,BP Filed,776 HAIGHT ST,,Resident,2016-002509PR,,201602169700,VERTICAL & HORIZONTAL ADDITION TO (E) 2 STORY BLDG. ADD 2 ADDITIONAL LEVELS (2 ADDITIONAL UNITS) ADD,02/16/2016,$150000.00,APARTMENTS,APN 0846018,0,Western Addition,,Buena Vista,SUPERVISORIAL DISTRICT 5,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",40-X,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7717801054, -122.434967)"
05/30/2013,PL FILED,777 TENNESSEE ST,,Resident,2013.0312,The proposed project would involve the demolition of an existing two-story light industrial building and construction of a new multi-family building.  The proposed new building would include 59 Residential units over below grade parking which would conta,201507141485,,05/30/2013,$15478187.00,,APN 4044013,0,Potrero Hill,Central Waterfront (EN),South of Market,SUPERVISORIAL DISTRICT 10,UMU,URBAN MIXED USE,58-X,59,59,8,8,0,0,0,0,0,0,11424,0,-11424,0,0,0,0,0,0,0,0,0,Gary Burk,Mitchell Benjamin,882-9783 x10,CTOWNES,"(37.7620267666, -122.389324)"
12/08/2015,BP ISSUED,777 VALENCIA ST,767 VALENCIA ST,Resident,2014.0883,,201310310847,CONSTRUCTION OF 3 (N) RESIDENTIAL UNITS ON A (N) 3RD FL,10/31/2013,$50000.00,APARTMENTS,APN 3589108,-1,Mission,Mission (EN),Mission,SUPERVISORIAL DISTRICT 9,NCT-VALENCIA,VALENCIA STREET NEIGHBORHOOD COMMERCIAL TRANSIT,55-X,3,3,0,0,10015,10015,0,2952,2952,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7605645935, -122.421188)"
03/01/2016,BP Filed,78 NEY ST,,Resident,2016-003046PRJ,,201603010912,"LEGALIZE 2ND UNIT, INTERIOR REMODEL PER ORD. #43-14",03/01/2016,$20000.00,2 FAMILY DWELLING,APN 5892032,0,Excelsior,,South Central,SUPERVISORIAL DISTRICT 11,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7298182639, -122.428701)"
01/13/2016,BP ISSUED,787 TREAT AV,,Resident,,,201403170852,"AT 2/FL, DIVIDE 2/FL SPACE TO 2 SEPARATE UNITS WITH NEW KITCHEN, BATHROOM AND BEDROOM & STUDY.",03/17/2014,$30000.00,APARTMENTS,APN 3612017A,-1,Mission,Mission (EN),Mission,SUPERVISORIAL DISTRICT 9,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",40-X,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7576735853, -122.413313)"
02/05/2016,BP Filed,789 37TH AV,,Resident,2016-002039PRJ,,201602058918,"HORIZONTAL EXTENSION ADDITION, EXCAVATE LOWER LEVEL TO CREATE 2ND UNIT. EXTEND LOWER LEVEL & PARTIAL",02/05/2016,$240000.00,2 FAMILY DWELLING,APN 1607011D,0,Outer Richmond,,Richmond,SUPERVISORIAL DISTRICT 1,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7741831137, -122.497540)"
01/14/2016,PL FILED,793 SOUTH VAN NESS AV,,Mixres,2015-001360PRJ,"the proposed project would demolish the existing gas station and construct a five-story residential building with ground floor retail space. The roof of the building would be 55 feet above street level, with roof deck, circulation penthouse, and mechanic",,,07/23/2015,$0.00,,APN 3591024,0,Mission,Mission (EN),Mission,SUPERVISORIAL DISTRICT 9,NC-3,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE",55-X,54,54,0,0,0,4577,4577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7606728416, -122.416701)"
09/19/2014,BP FILED,799 CASTRO STREET,,Resident,,,201409196883,ALTERATION OF EXISTING COMMERCIAL BUILDING - CONVERSION OF OCCUPANCY TO R-3. TO REPLACE 2012-08-30-8,09/19/2014,$850000.00,,APN 3603024,0,Castro/Upper Market,,Central,SUPERVISORIAL DISTRICT 8,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Pashelinsky,Bill Pashelinsky,379-3676,TWANG,"(37.7562361785, -122.434238)"
02/04/2014,BP FILED,8 RONDEL PL,,Resident,,,201402047760,ERECT A TWO FAMILY DWELLING RESIDENTIAL BUILDING.,02/04/2014,$750000.00,2 FAMILY DWELLING,APN 3569052,0,Mission,Mission (EN),Mission,SUPERVISORIAL DISTRICT 9,RTO-M,RESIDENTIAL TRANSIT ORIENTED- MISSION,45-X,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7644912963, -122.421351)"
12/11/2015,BP ISSUED,80 BLAKE ST,,Resident,,,201306149612,ERECT NEW 4-STORY 2-FAMILY DWELLING BUILDING.,06/14/2013,$745000.00,2 FAMILY DWELLING,APN 1068003,-1,Presidio Heights,,Richmond,SUPERVISORIAL DISTRICT 2,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7824989491, -122.450910)"
