BESTSTAT,BESTDATE,NAMEADDR,CASENO,BPAPPLNO,PROPUSE,BLKLOT,LANDUSE,DESCRIPT,DBIDESC,UNITS,UNITSNET,AFF,AFFNET,TOTAL_GSF,CIE,MED,MIPS,PDR,RET,VISIT,NET_GSF,CIENET,MEDNET,MIPSNET,PDRNET,RETNET,VISITNET,Entitlement,Alias,ZONING,ZONING_SIMPLIFY,HEIGHT,PLNNBRHOOD,PLNDISTRICT,SUPEDIST,SOURCE,PLANNER,FILEDATE,SPONSOR,CONTACT,CONTACTPH,DECISION,DECDATE,ACTION,ACTDATE,GEOGRAPHY
CONSTRUCTION,06/02/2015,2938 23RD ST,2014.0175,201306250395,2 FAMILY DWELLING,4149019,Resident,Variance request to the rear yard and exposure requirement of P.C. Sec. 134 and 140 to permit the legalization of a second dwelling unit withing the RH-2 Zoning District.,"CONVERT NON-HABITAL SPACE ON 1ST FLOOR TO IN-LAW UNIT - 1 BATHROOM, 1 BEDROOM, 1 KITCHEN TO ADD WITH",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- HOUSE, TWO FAMILY",RH-2,40-X,Mission,Mission,SUPERVISORIAL DISTRICT 9,CASE TRACKING,DHARRIS,January 31 2014,Annette Monteil,Annette Monteil,415-550-7043,Withdrawn,October 08 2014,CORRECTION REQU,June 02 2015,"(37.75448555690, -122.41090476000)"
BP APPROVED,03/05/2012,1115 POTRERO AV,,201109215213,2 FAMILY DWELLING,4212011,Resident,,"CONVERT BASEMENT TO LEGAL DWELLING UNIT INCLUDING KITCHEN, LIVING ROOM, 1 BEDROOM, 1 FULL BATH & LAU",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- HOUSE, THREE FAMILY",RH-3,55-X,Mission,Mission,SUPERVISORIAL DISTRICT 10,PERMIT TRACKING,,,,,,,,APPROVED,March 05 2012,"(37.75403624840, -122.40608257500)"
BP ISSUED,06/11/2014,1451 MARIPOSA ST,,201302250862,APARTMENTS,4004034,Resident,,"LEGALIZE (E) DWELLING UNIT, PROVIDE (N) SMOKE DETECTORS. REPLACE (E) OUTLETS IN KITCHEN, REPLACE (E)",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- HOUSE, THREE FAMILY",RH-3,40-X,Potrero Hill,South of Market,SUPERVISORIAL DISTRICT 10,PERMIT TRACKING,,,,,,,,ISSUED,June 11 2014,"(37.76356714780, -122.39812495900)"
BP ISSUED,02/04/2015,4376 24TH ST,2013.031,201301168071,1 FAMILY DWELLING,2829010,Resident,Demo existing building and replace with new construction,ERECT TO 3 STORIES OF ONE SINGLE FAMILY.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- HOUSE, TWO FAMILY",RH-2,40-X,Noe Valley,Central,SUPERVISORIAL DISTRICT 8,PERMIT TRACKING,,May 03 2013,,,,,,ISSUED,February 04 2015,"(37.75117041140, -122.44014612500)"
PL APPROVED,07/31/2014,200 BRIGHT ST,2013.141,,,7091025,Resident,Variance request to the rear yard requirement of P.C. Sec. 134(a)(1) to permit the conversion of a vacant commercial space to a second dwelling unit.  And a variance to P.C. Sec. 151.1 to only provide one parking space as only one currently exists.,,2,1,0,0,0,0,0,0,0,0,0,-980,0,0,0,0,-980,0,true,,"NEIGHBORHOOD COMMERCIAL, CLUSTER",NC-1,40-X,Ocean View,Ingleside,SUPERVISORIAL DISTRICT 11,CASE TRACKING,DWASHING,October 04 2013,Yingyu Cai,Yingyu Cai,415-321-0929,Approved,July 31 2014,,,"(37.71454906760, -122.46335565100)"
CONSTRUCTION,10/17/2013,524 VIENNA ST,2012.0394,201010072487,1 FAMILY DWELLING,6090004,Resident,,"TO ERECT 3 STORIES, SINGLE FAMILY BUILDING.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,40-X,Excelsior,South Central,SUPERVISORIAL DISTRICT 11,PERMIT TRACKING,,,,,,,,OK TO COVER,October 17 2013,"(37.72014076470, -122.43100029400)"
PL APPROVED,09/23/2011,226 - 228 HAIGHT ST,2011.0484,201105035210,,851012,Resident,Request for rear yard and exposure variances to add a dwelling unit to an existing three-unit residential building and to add off-street parking to the building.,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,RESIDENTIAL TRANSIT ORIENTED DISTRICT,RTO,40-X,Western Addition,Buena Vista,SUPERVISORIAL DISTRICT 5,CASE TRACKING,ASTARR,May 10 2011,Kurt Friede,Shawn  Gorman,415-713-7486,GRANTED WITH CO,September 23 2011,,,"(37.77285891500, -122.42678540200)"
BP ISSUED,04/06/2015,2474 45TH AV,,201408284948,2 FAMILY DWELLING,2381027A,Resident,,"ONE UNIT LEGALIZATION PER ORDINANCE 43-14. TWO BEDROOM, ONE BATHROOM, ONE FAMILY PER PA #20121113407",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,40-X,Parkside,Outer Sunset,SUPERVISORIAL DISTRICT 4,PERMIT TRACKING,,,,,,,,ISSUED,April 06 2015,"(37.74046001020, -122.50312499100)"
BP ISSUED,06/07/2013,35 LA GRANDE AV,2013.0003,201207205437,1 FAMILY DWELLING,5963042,Resident,,"ERECT 3 STORIES, TYPE 5, SINGLE FAMILY DWELLING BUILDING.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,40-X,Excelsior,South Central,SUPERVISORIAL DISTRICT 11,PERMIT TRACKING,,,,,,,,ISSUED,June 07 2013,"(37.72465383490, -122.42373543500)"
CONSTRUCTION,05/12/2015,1259 21ST AV,,201304295719,2 FAMILY DWELLING,1729012,Resident,,SITE PERMIT/REAR HORIZONTAL ADDITION.,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- HOUSE, TWO FAMILY",RH-2,40-X,Outer Sunset,Outer Sunset,SUPERVISORIAL DISTRICT 4,PERMIT TRACKING,,,,,,,,OK TO POUR,May 12 2015,"(37.76421703510, -122.47964798700)"
BP FILED,05/20/2013,431 02ND AV,2014.0795,201305207321,APARTMENTS,1542005,Resident,Variance request to the exposure requirements of P.C. Sec. 140 to permit the addition of a third dwelling unit at the ground floor level.,"CONVERT EXTG STORAGE TO UNIT WITH KITCHEN. REMOVEL EXTG 1/2 BATH, ADD WINDOWS, ADD FOUNDATIONS AND W",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- HOUSE, THREE FAMILY",RH-3,40-X,Inner Richmond,Richmond,SUPERVISORIAL DISTRICT 1,PERMIT TRACKING,,May 27 2014,,,,Approved,February 11 2015,,,"(37.78051353850, -122.46027662600)"
BP ISSUED,01/27/2015,2355 31ST AV,,201408063186,2 FAMILY DWELLING,2360006,Resident,,"LEGALIZE DWELLING UNIT W/ 2 (E) BEDROOMS, (E) FAMILY ROOM, (E) BATHROOM & (E) KITCHEN ON 1ST FLOOR,",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,40-X,Parkside,Outer Sunset,SUPERVISORIAL DISTRICT 4,PERMIT TRACKING,,,,,,,,ISSUED,January 27 2015,"(37.74329967190, -122.48893441600)"
CONSTRUCTION,05/01/2015,538 28TH ST,,201209190133,1 FAMILY DWELLING,6604011,Resident,,"TO ERECT 3 STORIES WITH 1 BASEMENT, SINGLE FAMILY DWELLING.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,40-X,Noe Valley,Central,SUPERVISORIAL DISTRICT 8,PERMIT TRACKING,,,,,,,,"LATH, EXTERIOR",May 01 2015,"(37.74509017150, -122.43429737500)"
BP FILED,08/02/2012,80 SYCAMORE ST,2013.0171,201208026449,APARTMENTS,3576076,Resident,Variance request to the exposure requirements of P. C. Section 140 to accomodate a third unit with exposure to open space of less than 25' via Clarion Alley.,Add/legalize (n) 3rd. unit @ ground floor to existing tow units building.,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,RESIDENTIAL TRANSIT ORIENTED- MISSION,RTO-M,45-X,Mission,Mission,SUPERVISORIAL DISTRICT 9,PERMIT TRACKING,,February 14 2013,,,,Approved-Modifications,August 08 2013,,,"(37.76279910820, -122.42105821900)"
CONSTRUCTION,01/21/2015,526 HICKORY ST,,201209200264,1 FAMILY DWELLING,829023,Resident,,"TO ERECT 4 STORIES WITH BASEMENT, SINGLE FAMILY DWELLING.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- HOUSE, THREE FAMILY",RH-3,40-X,Western Addition,Western Addition,SUPERVISORIAL DISTRICT 5,PERMIT TRACKING,,,,,,,,MECHANICAL,January 21 2015,"(37.77484481460, -122.42866258500)"
BP ISSUED,06/30/2014,2830 22ND ST,2012.1417,201210011010,APARTMENTS,4146019,Resident,"Variance request to the rear yard requirement, open space, and exposure to convert existing structure to an additional unit for residential occupancy including the replacement of a deck/balcony/stairs to primary structure.","ADD 3RD DWELLING UNIT TO (E) 2 UNIT BLDG. REMODEL REAR COTTAGE TO INCLUDE KITCHEN, BATHROOM, HALF BA",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- HOUSE, THREE FAMILY",RH-3,40-X,Mission,Mission,SUPERVISORIAL DISTRICT 9,CASE TRACKING,DSANCHEZ,November 15 2012,"Fergus O'Sullivan & Schermco, Inc.",Fergus O'Sullivan,415-238-2782,,,ISSUED,June 30 2014,"(37.75613672620, -122.41097731500)"
CONSTRUCTION,02/03/2014,701 LOMBARD ST,2008.0968,201109235397,,74001,CIE,"Library Bond project combined with Park Plan.  Project includes new library on the lot at the corner of Columbus & Lombard Streets (0074/001), demolition of existing branch library, and plan for reorganization and improvements to Joe DiMaggio Playground",ERECT 2-STORY PUBLIC BRANCH LIBRARY,0,0,0,0,8900,8900,0,0,0,0,0,3563,3563,0,0,0,0,0,true,,NORTH BEACH NEIGHBORHOOD COMMERCIAL,NCD,40-X,North Beach,Northeast,SUPERVISORIAL DISTRICT 3,CASE TRACKING,LKIENKER,September 01 2009,Bruce Bau,Bruce Bau,397-7416,,,"LATH, EXTERIOR",February 03 2014,"(37.80261913340, -122.41321005700)"
BP APPROVED,10/08/2014,30 BLAKE ST,,201404234009,2 FAMILY DWELLING,1068014,Resident,,VERTICAL ADDITION. REMODEL AND NEW UNIT TO BE ADDED UP TOP. ALSO INCL A 2-STORY ADDITION IN REAR. FO,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- HOUSE, TWO FAMILY",RH-2,40-X,Presidio Heights,Richmond,SUPERVISORIAL DISTRICT 2,PERMIT TRACKING,,,,,,,,APPROVED,October 08 2014,"(37.78324545710, -122.45105973300)"
CONSTRUCTION,06/05/2015,1011 KEARNY ST,,201501095394,FOOD/BEVERAGE HNDLNG,162026,Retail/Ent,,"Change of use from ""B"" Occupancy office to M occupancy less than 49 occupants.  Retail wine sales an",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,BROADWAY NEIGHBORHOOD COMMERCIAL,NCD,65-A-1,Chinatown,Northeast,SUPERVISORIAL DISTRICT 3,PERMIT TRACKING,ABRASK,,,,,,,REINSPECT REQUI,June 05 2015,"(37.79737196430, -122.40560074200)"
PL APPROVED,10/08/2009,2231 UNION ST,2009.0747,,,539032,Mixres,Convert Residential Unit to Business and Professional use,,2,-1,0,0,1480,0,0,1480,0,0,0,1480,0,0,1480,0,0,0,true,,UNION STREET NEIGHBORHOOD COMMERCIAL,NCD,40-X,Marina,Marina,SUPERVISORIAL DISTRICT 2,CASE TRACKING,ASTARR,August 11 2009,Stephen Miller,Stephen Miller,415-567-9000,Approved,October 08 2009,,,"(37.79672618780, -122.43608704700)"
PL APPROVED,07/22/2014,SCHLAGE LOCK,2014.114,,,5087003,Mixres,"Schlage Lock Project Tentative Subdivision Map #7182 for the development of up to 1,679 dwelling units and up to 20 commercial condominium units over 13 lots, together with parks, open spaces, pedestrian pathways and public streets.",,1679,1679,252,252,38000,0,0,18000,0,20000,0,38000,0,0,18000,0,20000,0,true,Schlage Lock Project,MIXED USE-GENERAL,MUG,57-X,Visitacion Valley,South Bayshore,SUPERVISORIAL DISTRICT 10,manual,CFLORES,July 22 2014,,,,Approved,August 05 2014,,,"(37.71165296750, -122.40222246200)"
BP REINSTATED,08/06/2014,308 UNIVERSITY ST,,201407302512,1 FAMILY DWELLING,5991004,Resident,,"TO ERECT 3 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,40-X,Excelsior,South Central,SUPERVISORIAL DISTRICT 9,PERMIT TRACKING,,,,,,,,REINSTATED,August 06 2014,"(37.72614876570, -122.41417938900)"
BP ISSUED,10/27/2011,60 BURR AV,2009.0047,201002236998,SWIMMING POOL,6360001,CIE,,CONSTRUCTION OF A 1 STORY ATTACHED BUILDING TO ENCLOSE EXISTING SWIMMING POOL AND IMPROVEMENT TO EXI,0,0,0,0,4624,4624,0,0,0,0,0,4624,4624,0,0,0,0,0,true,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,40-X,Visitacion Valley,South Central,SUPERVISORIAL DISTRICT 10,PERMIT TRACKING,,,,,,,,ISSUED,October 27 2011,"(37.70939358650, -122.41420824200)"
CONSTRUCTION,06/02/2015,222 02ND ST,2006.1106,200711309386,,3735063,MIPS,"Amend previous Motion No. 18168 (Case No. 2006.1106X) to grant new exceptions related to bulk and separation of towers, in response to revised tower design/configuration. The amended project would not increase the gross floor area of the building. | The","Construction of 25 stories office building with public assembly, food/beverage handling,retail sales",0,0,0,0,623300,0,0,617000,0,6300,0,623300,0,0,617000,0,6300,0,true,,DOWNTOWN- OFFICE (SPECIAL DEVELOPMENT),C-3-O(SD),350-S,Financial District,South of Market,SUPERVISORIAL DISTRICT 6,CASE TRACKING,ALIGHT,January 08 2013,Priority,Priority,(415) 567,,,OK TO COVER,June 02 2015,"(37.78631981130, -122.39823507500)"
BP ISSUED,08/26/2009,2525 MISSION ST,2003.0159,200302218059,OFFICE,3615026,MIPS,"The project is to demolish the existing single-story retail building and construct a new building that would be three-stories tall and would contain retail on the ground floor and offices on the second and third floors.
6/15/05 - Environmental Exemption",ERECT A 3 STORY COMMERCIAL SHOP & OFFICE,0,0,0,0,4999,0,0,4999,0,0,0,4999,0,0,4999,0,0,0,true,,MISSION STREET NEIGHBORHOOD COMMERCIAL TRANSIT,NCT,65-B,Mission,Mission,SUPERVISORIAL DISTRICT 9,CASE TRACKING,BFU,August 07 2003,Ernest Sh,Ken Donne,415.750.4,CEQA,,ISSUED,August 26 2009,"(37.75658651060, -122.41850116500)"
BP APPROVED,04/07/2015,1100 VAN NESS AVE,2009.0885,201204208807,,694005,Mixed,"Demolition of the exisitng Cathedral Hill hotel and office building and construction of a 15 story, 265-foot tall hospital on the entire block bounded by Franklin Street, Post STreet, Van Ness Avenue, and Geary Blvd.

Demolition of 7 existing propertie",TO DEMOLISH 2 STORY RETAIL BUILDING.,0,-25,0,-20,1243002,900200,0,277873,50182,14747,0,702067,900200,0,19831,50182,-55493,-212653,true,CPMC Hospital Van Ness,"RESIDENTIAL- COMMERCIAL, HIGH DENSITY",RC-4,130-V,Downtown/Civic Center,Downtown,SUPERVISORIAL DISTRICT 6,CASE TRACKING,EWATTY,June 10 2010,Geoffrey Nelson,Geoffrey Nelson,415-600-7206,Approved,May 23 2013,APPROVED,April 07 2015,"(37.78609291930, -122.42023705100)"
PL APPROVED,03/26/2010,2095 Jerrold Ave,2009.1153,,,5262004,PDR,A master planned expansion and retention of the SF Wholesall Produce Market.  This project will be implemented in phases,,0,0,0,0,464553,0,0,85472,375081,4000,0,127779,0,0,47468,78811,1500,0,true,,"PDR PRODUCTION, DISTRIBUTION, AND REPAIR",PDR-2,65-J,Bayview,South Bayshore,SUPERVISORIAL DISTRICT 10,CASE TRACKING,ACONTRER,December 18 2009,Michael  Janis,Michael  Janis,415-821-2742,Approved,March 26 2010,,,"(37.74209108240, -122.39461561000)"
CONSTRUCTION,06/05/2015,151 03RD ST,2009.0291,201211093897,,3722367,CIE,"Expansion of SFMOMA to SE with 40,000-sf gallery wing at Natoma Street, acquisition and replacement of Heald College building on Howard Street with 62,000-sf new construction for back-of-house and admin functions, vacation of portion of Hunt Alley, and a",,0,0,0,0,298378,298378,0,0,0,0,0,66685,101710,0,-35025,0,0,0,true,SFMOMA,DOWNTOWN- OFFICE,C-3-O,500-I,Financial District,Downtown,SUPERVISORIAL DISTRICT 6,CASE TRACKING,MJACINTO,April 09 2009,Ikuko Satoda,Joel Roos,929-0800,APPROVED WITH C,July 11 2012,ROUGH FRAME,June 05 2015,"(37.78592298050, -122.40074956600)"
PL FILED,02/25/2015,3606 - 3608 TARAVAL ST,2015-002171PRJ,,,2375019,Mixres,Change of use from office and gaming uses to two (2) limited restaurants.,,2,0,0,0,2153,0,0,0,0,2153,0,0,0,0,0,0,0,0,,,"NEIGHBORHOOD COMMERCIAL, CLUSTER",NC-1,40-X,Parkside,Outer Sunset,SUPERVISORIAL DISTRICT 4,CASE TRACKING,DWASHING,February 25 2015,,,4159394140,FILED,February 25 2015,,,"(37.74201129870, -122.50490191100)"
PL FILED,02/26/2015,2238 - 2254 MARKET ST,2014.1510,,,3559008,Mixres,"This is a Priority Processing Application for Type 3: LEED Platinum.  The project includes a vertical addition of 3-4 floors of residential dwelling units on top of an existing building at 2248-2254 Market Street, which is to be retained.  A new construc",,44,41,0,0,5573,5573,0,0,0,0,0,-3827,-3827,0,0,0,0,0,,,UPPER MARKET NEIGHBORHOOD COMMERCIAL TRANSIT,NCT,40-X,Castro/Upper Market,Central,SUPERVISORIAL DISTRICT 8,CASE TRACKING,DWASHING,September 30 2014,,,,FILED,February 26 2015,,,"(37.76453931070, -122.43121464200)"
BP ISSUED,10/14/2014,4616 03RD ST,2012.1406,201303212727,,5306025,Resident,Variance request to the exposure requirement of P.C. Section 140(a)(2) for the change of use from single dwelling unit to accomodate interior remodeling for an additional unit.  The open space does not meet the 25 foot minimum horizontal dimension in eac,CONVERSION OF (E) SINGLE FAMILY DWELLING INTO A 2 FAMILY DWELLING BY CREATION OF DWELLING UNIT AT LO,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE",NC-3,40-X,Bayview,South Bayshore,SUPERVISORIAL DISTRICT 10,CASE TRACKING,TLENANE,November 08 2012,Linda Kahn,Linda Kahn,415-935-3641,,,ISSUED,October 14 2014,"(37.73620241950, -122.39059353800)"
BP FILED,10/06/2014,101 TOWNSEND ST,2014-002385PRJ,201410068158,OFFICE,3794015,CIE,Office Allocation to change use from vacant industrial (currently used as office and retail with pending LoD) to office with retail at ground floor.,"1ST FLOOR - CHANGE USE AND T.I. IMPROVEMENT INCLUDE TEH NON-STRUCTURAL PARTITIONS, CEILINGS, LIGHTING AND FINISHES. ALL NEW HVAC TIED TO BASE BUILDING SYSTEM. ELECTRICAL, PLUMBING AND LIFE SAFETY UNDER SEPARATE PERMIT. MAHER N/A.",0,0,0,0,1600,1600,0,0,0,0,0,1600,1600,0,0,0,0,0,true,,MIXED USE-OFFICE,MUO,105-F,South of Market,South of Market,SUPERVISORIAL DISTRICT 6,CASE TRACKING,RSUCRE,December 04 2014,ASD,,415-288-8676,Approved,March 19 2015,,,"(37.78022567920, -122.39046553400)"
BP FILED,01/23/2007,4614 CALIFORNIA ST,2002.0605,200701232361,,1368049,Mixed,"Demolition of 4620 and 4614 California Street, and the construction of a new pre-school and administration building.",TO ERECT FOUR STORY PRE-SCHOOL AND ADMINISTRATION NEW BUILDING,0,0,0,0,21886,10943,0,10943,0,0,0,13686,2743,0,10943,0,0,0,true,,"RESIDENTIAL- MIXED, LOW DENSITY",RM-1,40-X,Inner Richmond,Richmond,SUPERVISORIAL DISTRICT 1,CASE TRACKING,JIONIN,May 28 2003,St. James,St. James,415-751-1,Approved,January 22 2004,,,"(37.78493916880, -122.46720143800)"
CONSTRUCTION,05/14/2015,350 BUSH ST,2000.541,200708078938,,269028,MIPS,"Demolition of buildings, except for the Mining Exchange Bldg. at 350 Bush St., which would be converted to retail use.  Then new construction of a 19-story office bldg. w/ 20,400 sq. ft. of retail space in two galleria levels, 344,540 sq. ft. of office s",ERECT 20 STORIES 3 BASEMENTS OFFICE BLDG.,0,0,0,0,347300,0,0,340000,0,7300,0,347300,0,0,340000,0,7300,0,true,,DOWNTOWN- OFFICE,C-3-O,250-S,Financial District,Downtown,SUPERVISORIAL DISTRICT 3,CASE TRACKING,KAMDUR,January 10 2001,Russ Buil,Russ Buil,772-7147,Approved,November 08 2001,SITE VERIFICATI,May 14 2015,"(37.79131148470, -122.40330374000)"
PL APPROVED,08/15/2013,333 BRANNAN ST (aka 329 BRANNAN ST),2012.0906,,,3788042,MIPS,"Demolish a surface parking lot and two industrial bldgs totaling 13,740 sf; and construct a 65-foot tall, six-story building with 175,881 sf of office, 2,572 sf of ground-floor retail along Brannan Street,  and 72 below-ground parking spaces (44 valet, 3",,0,0,0,0,175881,0,0,175881,0,0,0,162141,0,0,175881,-13740,0,0,true,,MIXED USE-OFFICE,MUO,65-X,South of Market,South of Market,SUPERVISORIAL DISTRICT 6,CASE TRACKING,,October 19 2012,John Kevlin,John Kevlin,415.567.9000,Approved,August 15 2013,,,"(37.78091801400, -122.39241698500)"
CONSTRUCTION,05/22/2015,482 BRYANT ST,2013.0629,201211083830,OFFICE,3763017,Retail/Ent,"The proposed project is the construction of a two-story commercial building on a currently vacant property. The project would construct a 4,857 square foot, 47'6 tall building with no off-street parking.","ERECT 2-STORY, COMMERCIAL BUILDING.
",0,0,0,0,4857,0,0,0,0,4857,0,4857,0,0,0,0,4857,0,true,,SOMA SERVICE- LIGHT INDUSTRIAL,SLI,65-X,South of Market,South of Market,SUPERVISORIAL DISTRICT 6,PERMIT TRACKING,,May 16 2013,,,,,,SHEETROCK NAILI,May 22 2015,"(37.78180827860, -122.39562248300)"
BP ISSUED,05/11/2015,1425 MENDELL ST,2007.0331,200705030367,,5323015A,MIPS,Demolish existing commercial building and construct a new 5-story commercial office building with retail on the first floor.,"TO DEMOLISH 2 STORIES OFFICE BUILDING. (200705030363)

TO ERECT 5 STORIES OFFICE BUILDING.",0,0,0,0,7031,0,0,5625,0,1406,0,3802,0,0,2396,0,1406,0,true,,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE",NC-3,55-X,Bayview,South Bayshore,SUPERVISORIAL DISTRICT 10,CASE TRACKING,BFU,May 24 2007,Adam Winig,Adam Winig,510-444-2410,Approved,April 23 2012,ISSUED,May 11 2015,"(37.73427011020, -122.39034460800)"
CONSTRUCTION,02/03/2015,425 MISSION ST,2008.0789,201303132080,,3720001,MIPS,"Transbay Tower project is a 1,200-ft tall, 80-story, 1,880,000-sf office building with 43,000-sf retail in three floors, uppermost connected by retail bridge to proposed Transbay Transit Center City Park, 300-400 parking spaces in subsurface garage acces","TO ERECT 61 STORIES WITH 3 BASEMENTS, OFFICE, RETAIL, PARKING BUILDING.",0,0,0,0,1743000,0,0,1700000,0,43000,0,1742950,0,0,1700000,0,42950,0,true,TRANSBAY TOWER,DOWNTOWN- OFFICE (SPECIAL DEVELOPMENT),C-3-O(SD),1000-S-2,Financial District,Downtown,SUPERVISORIAL DISTRICT 6,CASE TRACKING,SJONES,July 01 2008,ROBERT BECK,ROBERT BECK,597-4620,,,SITE VERIFICATI,February 03 2015,"(37.78969138050, -122.39659563800)"
BP ISSUED,01/29/2015,1301 CESAR CHAVEZ ST,,200710155436,FILLING/SERVICE STN,4352007,MIPS,,"Erect a two stories builing for maintenance and operations facility with admininstrative offices for SFMuni. A-3 for lunch rm; B for Admin. off, locker rms, training conference, T.V. rm; H-4 for welding shop and elec. shop; S-2 for part storage, equip. r",0,0,0,0,88564,0,0,88564,0,0,0,81979,0,0,88564,-6585,0,0,true,,"PDR PRODUCTION, DISTRIBUTION, AND REPAIR",PDR-2,65-J,Bayview,South Bayshore,SUPERVISORIAL DISTRICT 10,PERMIT TRACKING,,,,,,,,ISSUED,January 29 2015,"(37.74925587320, -122.39097537900)"
PL APPROVED,12/05/2013,300 CALIFORNIA ST,2012.0605,,,238002,MIPS,Vertical addition of 4 floors of office to an existing 8 story office building.  The existing rooftop penthouse will be removed.  Existing basement parking and ground-floor retail uses would remain.  Publicly accessible open space would be provided at a,,0,0,0,0,177255,0,0,165843,0,11412,0,58582,0,0,58582,0,0,0,true,,DOWNTOWN- OFFICE,C-3-O,400-S,Financial District,Downtown,SUPERVISORIAL DISTRICT 3,CASE TRACKING,,September 12 2012,Tracy Zill,,,Approved,December 05 2013,,,"(37.79344654280, -122.40034367400)"
CONSTRUCTION,05/26/2015,2320 SUTTER ST,,201310038416,CLINICS-MEDIC/DENTAL,1051034,MED,,"TO ERECT 3 STORIES, NO BASEMENT, MEDICAL OFFICE. (REAR BLDG).",0,0,0,0,20000,0,20000,0,0,0,0,11132,0,20000,-8868,0,0,0,true,,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE",NC-3,40-X,Western Addition,Western Addition,SUPERVISORIAL DISTRICT 2,PERMIT TRACKING,,,,,,,,CEILING INSPECT,May 26 2015,"(37.78563366490, -122.43868134800)"
BP ISSUED,12/06/2012,1601 GALVEZ AV,,201209119461,OFFICE,5253001,PDR,,"TO ERECT 2 STORIES, TYPE 3, WAREHOUSE/OFFICE NEW BUILDING.",0,0,0,0,7200,0,0,0,7200,0,0,3600,0,0,0,3600,0,0,true,,PDR LIGHT INDUSTRIAL BUFFER,PDR-1-B,40-X,Bayview,South Bayshore,SUPERVISORIAL DISTRICT 10,PERMIT TRACKING,,,,,,,,ISSUED,December 06 2012,"(37.74058552620, -122.38808647300)"
BP ISSUED,04/20/2015,450 SOMERSET ST,2013.1516,201408113568,,6044007,CIE,"Conditional Use Authorization for a project consisting of the construction of a 3-story bldg. (40 ft. tall) with a roof deck on a site with an existing school bldg. (which will remain) and site improvements.  The new bldg. will house 21,000 sq.ft. of cla",Multiple Permits,0,0,0,0,43629,43629,0,0,0,0,0,21055,21055,0,0,0,0,0,true,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,40-X,Excelsior,South Central,SUPERVISORIAL DISTRICT 9,CASE TRACKING,DHARRIS,May 22 2014,John Conomos,Chris Kalos,415-348-9650,,,ISSUED,April 20 2015,"(37.72568884980, -122.40766684300)"
CONSTRUCTION,06/04/2015,85 BLUXOME ST,2013.0007,201404072588,,3786018,MIPS,Project involves demolition of existing two-story masonry building and construction of a new five-story office building.,TO ERECT 5 STORIES OF OFFICE BUILDING - COMPLIANCE WITH MAHER ORDINANCE NO.155-13 REQUIRED ROUTE TO,0,0,0,0,55000,0,0,55000,0,0,0,5354,0,0,33000,-27646,0,0,true,,WSOMA MIXED USE-OFFICE,WMUO,65-X,South of Market,South of Market,SUPERVISORIAL DISTRICT 6,CASE TRACKING,BBENDIX,May 16 2013,Ricardo Pimienta,K. Cyrus Sanandaji,760-214-8753,Approved,February 20 2014,REINFORCING STE,June 04 2015,"(37.77610495600, -122.39730232100)"
