,Unnamed: 0,actdate,action,action_seq,address,aff,aff_dec,affnet,affordab_1,affordable,affordable_net,affordablenet,alias,apn,best_date,best_stat,beststat_group,block,bpapplno,building_type_id,caseno,centralsoma,cie,cie_existing,cie_net,cie_proposed,cienet,classified_neighborhood,contact,contactadd,contactcity,contactph,contactphone,cost,cult_inst_educ,dbi_actdate,dbi_action,dbi_filed,dbi_permit,dbi_permit_id,dbi_project_description,dbidesc,decdate,decision,descript,district,districtname,dname,entitled,entitlement,entitlementstatus,filedate,first_project_record_date,firstfiled,fullname,geography,height,height_lim,heightlimit,heightnum,industrial_existing,industrial_net,industrial_proposed,landuse,latest_project_record_date,latest_project_status,location,lot,med,medical,medical_existing,medical_net,medical_proposed,mednet,mips,mipsnet,neighborhood,net_added_sf,net_added_units,net_cult_inst_educ,net_gsf,net_medical,net_office,net_prod_dist_rep,net_ret_ent,net_visitor,new_rehab,objectid,office,office_existing,office_net,office_proposed,original_data_file,parking,parkingnet,pda,pdr,pdrnet,planarea,plandistrict,planner,planning_filed,planning_id,planning_project_description,planningdistrictscombo,pln_review,pln_reviewdate,plndesc,plndistrict,prod_dist_rep,project_dates,project_duration_days,project_statuses,propuse,report_quarter,report_year,ret,ret_ent,retailcomm_existing,retailcomm_net,retailcomm_proposed,retnet,sitearea,sizecat,sort,source,sponsor,sponsor_firm,sponsor_name,standardaddress,status_group,statusgroup,supdist,supedist,taz,tempselect,total_gsf,total_gsf_commercial,totalsqftestim,traffic_analysis_zone,units,unitsnet,visit,visitnet,visitor,visitor_existing,visitor_net,visitor_proposed,x,y,zonename,zoning,zoning_gen,zoning_generalized,zoning_sim,zoning_simplified,zoningdistrictname
9760,9760,May 05 2015,REINSPECT REQUI,,201 FRIEDELL ST,0.0,,0.0,,,,,,4591C094,2015-05-05,CONSTRUCTION,,,200912223677.0,,,,0.0,,,,0.0,Bayview Hunters Point,,,,,,,,,,,,,,TO ERECT 3 STORY TYPE 5 12 UNITS RESIDENTIAL WITH PARKING,,,,South Bayshore,"RESIDENTIAL- MIXED, LOW DENSITY",,,True,,December 22 2009,2015-05-05,,,"(37.72813840340, -122.36977251500)",HP-RA,,,,,,,Resident,2015-05-05,CONSTRUCTION,,,0.0,,,,,0.0,0.0,0.0,Bayview,,,,0.0,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2015_Quarter_1.csv,,,,0.0,0.0,,,,,,,,,,,,,"('2013-01-25', '2013-01-25', '2013-01-25', '2014-05-19', '2014-09-25', '2015-03-13', '2015-05-05')",0.0,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",APARTMENTS,1,2015,0.0,,,,,0.0,,,,PERMIT TRACKING,,,,,,,SUPERVISORIAL DISTRICT 10,,,,0.0,,,,12.0,12.0,0.0,0.0,,,,,37.7281384034,-122.369772515,,,,,RM-1,,
14353,14353,,,,244 30TH ST,,,,,0.0,0.0,,,APN 6637011,2016-03-04,BP FILED,,,201603041237.0,,2016-003315PRJ,,,0.0,0.0,0.0,,Noe Valley,,,,,,$8500.00,,,,,,,,LEGALIZE EXISTING UNAUTHORIZED ACCESSORY DWELLING UNIT PER ORDINANCE 43-14,,,,Central,"RESIDENTIAL- HOUSE, TWO FAMILY",,,,0.0,,2016-03-04,03/04/2016,,,,,40-X,,0.0,0.0,0.0,Resident,2016-03-04,BP FILED,"(37.7424133172, -122.425355)",,,,0.0,0.0,0.0,,,,Noe Valley,,,,,,,,,,,,,0.0,0.0,0.0,data/raw/San_Francisco_Development_Pipeline_2016_Quarter_1.csv,,,,,,,,,,,,,,,,,,"('2016-03-04',)",0.0,"('BP FILED',)",APARTMENTS,1,2016,,,0.0,0.0,0.0,,,,,,,,,,,,SUPERVISORIAL DISTRICT 8,,,,,,,,3.0,1.0,,,,0.0,0.0,0.0,37.7424133172,-122.42535500000001,,RH-2,,,,,
11625,11625,,,,94108,,,,,0.0,,0.0,,APN 0212031,2013-06-20,BP REINSTATED,,,201306038460.0,,,,0.0,,,,0.0,Nob Hill,,,,,,,,,,,,,,"TO ERECT 5 STORIES OF FIVE DWELLINGS WITH GARAGE
",,,,,,,-1.0,,,,2013-06-20,06/03/2013,,,65-A,,,,,,,Mixres,2013-06-20,BP REINSTATED,"94108
(37.79419989050, -122.41064823700)",,0.0,,,,,0.0,4000.0,2000.0,Nob Hill,,,,2000.0,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2015_Quarter_3.csv,,,,0.0,0.0,,Northeast,,,,,,,,,,,"('2013-06-20',)",0.0,"('BP REINSTATED',)",APARTMENTS,3,2015,0.0,,,,,0.0,,,,PERMIT TRACKING,,,,,,,,SUPERVISORIAL DISTRICT 3,,,4000.0,,,,5.0,5.0,0.0,0.0,,,,,37.7941998905,-122.410648237,"RESIDENTIAL- MIXED, MEDIUM DENSITY",,,,RM-3,,
12474,12474,,,,94132,,LI/MOD,,,284.0,,284.0,PARKMERCED,APN 7303001,2011-05-25,PL APPROVED,,,,,2008.0021,,0.0,,,,0.0,Lakeshore,Barbara Sahm,,,415.536.2883,,,,,,,,,,,,,,,,,-1.0,,,,2011-05-25,12/07/2009,,,40-X/130-D,,,,,,,Mixres,2011-05-25,PL APPROVED,"94132
(37.72122008190, -122.48361033900)",,0.0,,,,,0.0,91390.0,80615.0,Lakeshore,,,,478383.0,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2015_Quarter_3.csv,,,,0.0,0.0,Parkmerced,Ingleside,EWATTY,,,,,,,"Master redevelopment program for 116-ac Parkmerced site, proposed to retain existing midrise bldgs and demo/replace all others w/ 4-14-story residential bldgs, on-site relocation of existing residents @ current rent-controlled rates, concurrent infrastru",,,"('2011-05-25',)",0.0,"('PL APPROVED',)",,3,2015,430060.0,,,,,397768.0,,,,CASE TRACKING,Seth Mallen,,,,,,,SUPERVISORIAL DISTRICT 7,,,521450.0,,,,8898.0,5677.0,0.0,0.0,,,,,37.7212200819,-122.483610339,"RESIDENTIAL- MIXED, LOW DENSITY",,,,RM-1,,
14866,14866,,,,72 CASELLI AV,,,,,0.0,0.0,,,APN 2691019,2016-03-23,CONSTRUCTION,,,201407141153.0,,,,,0.0,0.0,0.0,,Castro/Upper Market,,,,,,$94000.00,,,,,,,,CONVERT ILLEGAL DWELLING UNIT TO LEGAL UNIT PER ORDINANCE NO. 43-14. REVISION TO PA#201305308235. CO,,,,Central,"RESIDENTIAL- HOUSE, TWO FAMILY",,,,-1.0,,2016-03-23,07/14/2014,,,,,40-X,,0.0,0.0,0.0,Resident,2016-03-23,CONSTRUCTION,"(37.7599367457, -122.440978)",,,,0.0,0.0,0.0,,,,Castro/Upper Market,,,,,,,,,,,,,0.0,0.0,0.0,data/raw/San_Francisco_Development_Pipeline_2016_Quarter_1.csv,,,,,,,,,,,,,,,,,,"('2015-07-09', '2015-12-14', '2016-03-23')",0.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",APARTMENTS,1,2016,,,0.0,0.0,0.0,,,,,,,,,,,,SUPERVISORIAL DISTRICT 8,,,,,,,,3.0,1.0,,,,0.0,0.0,0.0,37.7599367457,-122.440978,,RH-2,,,,,
10127,10127,October 14 2014,ISSUED,,4616 03RD ST,2.0,,1.0,,,,,,5306025,2014-10-14,BP ISSUED,,,201303212727.0,,2012.1406,,0.0,,,,0.0,Bayview Hunters Point,Linda Kahn,,,415-935-3641,,,,,,,,,,CONVERSION OF (E) SINGLE FAMILY DWELLING INTO A 2 FAMILY DWELLING BY CREATION OF DWELLING UNIT AT LO,,,Variance request to the exposure requirement of P.C. Section 140(a)(2) for the change of use from single dwelling unit to accomodate interior remodeling for an additional unit.  The open space does not meet the 25 foot minimum horizontal dimension in eac,South Bayshore,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE",,,True,,November 08 2012,2014-10-14,,,"(37.73620241950, -122.39059353800)",40-X,,,,,,,Resident,2014-10-14,BP ISSUED,,,0.0,,,,,0.0,0.0,0.0,Bayview,,,,0.0,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2015_Quarter_1.csv,,,,0.0,0.0,,,TLENANE,,,,,,,,,,"('2012-11-08', '2013-03-21', '2013-03-21', '2013-03-21', '2013-12-12', '2013-12-12', '2013-12-12', '2013-12-12', '2014-10-14', '2014-10-14')",0.0,"('PL FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED')",,1,2015,0.0,,,,,0.0,,,,CASE TRACKING,Linda Kahn,,,,,,SUPERVISORIAL DISTRICT 10,,,,0.0,,,,2.0,1.0,0.0,0.0,,,,,37.736202419499996,-122.39059353799999,,,,,NC-3,,
11643,11643,,,,94121,,,,,0.0,,0.0,,APN 1524039,2014-10-31,BP FILED,,,201410310450.0,,2014-000951PRJ,,0.0,,,,0.0,Outer Richmond,,,,,,,,,,,,,,"DIVIDE INTO TWO STORY IN EXISTING BUILDING, ADDITIONAL TWO STORIES ADD ON BECOME 4 STORY BUILD. 2ND",,,,,,,-1.0,,,,2014-10-31,10/31/2014,,,40-X,,,,,,,Resident,2014-10-31,BP FILED,"94121
(37.78000814580, -122.47979792100)",,0.0,,,,,0.0,0.0,0.0,Outer Richmond,,,,0.0,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2015_Quarter_3.csv,,,,0.0,0.0,,Richmond,,,,,,,,,,,"('2014-10-31',)",0.0,"('BP FILED',)",APARTMENTS,3,2015,0.0,,,,,0.0,,,,PERMIT TRACKING,,,,,,,,SUPERVISORIAL DISTRICT 1,,,0.0,,,,4.0,4.0,0.0,0.0,,,,,37.7800081458,-122.479797921,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE",,,,NC-3,,
9804,9804,October 07 2014,ISSUED,,1769 11TH AV,0.0,,0.0,,,,,,2038A013,2014-10-07,BP ISSUED,,,201306068876.0,,2014.0059,,0.0,,,,0.0,Inner Sunset,,,,,,,,,,,,,,"TO ERECT 3 STORIES, 1 BASEMENT, SINGLE FAMILY DWELLING.",,,"New construction of a three-story 4,625 sf single-family home with two parking spaces.",Inner Sunset,"RESIDENTIAL- HOUSE, ONE FAMILY",,,True,,January 08 2014,2014-10-07,,,"(37.75523669220, -122.46817430800)",40-X,,,,,,,Resident,2014-10-07,BP ISSUED,,,0.0,,,,,0.0,0.0,0.0,Inner Sunset,,,,0.0,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2015_Quarter_1.csv,,,,0.0,0.0,,,,,,,,,,,,,"('2013-06-06', '2013-06-06', '2013-06-06', '2013-06-06', '2013-06-06', '2013-06-06', '2014-10-07', '2014-10-07')",0.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED')",1 FAMILY DWELLING,1,2015,0.0,,,,,0.0,,,,PERMIT TRACKING,,,,,,,SUPERVISORIAL DISTRICT 7,,,,0.0,,,,1.0,1.0,0.0,0.0,,,,,37.7552366922,-122.46817430799999,,,,,RH-1,,
8301,8301,,,,101 POLK ST,,,0.0,,0.0,,,,0811002,2015-03-31,CONSTRUCTION,,,201307051190.0,,2011.0702,,0.0,,,,0.0,Tenderloin,Marc Babsin,,,,,,,03/31/2015,OK TO COVER,,,,,"ERECT 13 STORIES, 162 DWELLING UNITS, WITH PARKING AND OFFICE BUILDING.",,,"The proposed project is the construction of a 14 story, 163 unit residential building with 52 subgrade parking spaces on an existing surface parking lot.",,,,,True,true,04/13/2012,2015-03-31,,,"(37.777539900000001, -122.4179975)",,,120-X,,,,,Mixres,2015-03-31,CONSTRUCTION,,,0.0,,,,,0.0,0.0,0.0,Downtown/Civic Center,,,,523.0,,,,,,N,,,,,,data/raw/San_Francisco_Development_Pipeline_2014_Quarter_4.csv,,,,0.0,0.0,,,,,,,,,01/01/2011,,,,"('2012-04-13', '2012-04-13', '2012-04-13', '2012-04-13', '2013-08-13', '2013-08-13', '2013-08-13', '2014-04-07', '2015-03-31')",0.0,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'CONSTRUCTION')",APARTMENTS,4,2014,523.0,,,,,523.0,,100-249,Construction,CASE TRACKING,"Emerald Fund, Inc.",,,101 Polk St,,,,,,,523.0,,,,162.0,162.0,0.0,0.0,,,,,37.7775399,-122.41799750000001,,,Public,,P,,PUBLIC
1880,1880,,,,260 ARBOR ST,,,,,,,,,7554007,2011-11-28,CONSTRUCTION,,,,,,,,,,,,Glen Park,,,,,,,,,,26-May-09,200905269073,,TO ERECT 3 STORY OVER BASEMENT SINGLE FAMILY DWELLING,,,,,,,,,,-1,,2011-11-28,14-May-09,,,,,40-X,,,,,Resident,2011-11-28,CONSTRUCTION,"260 Arbor St
(37.737642000000001, -122.437834)",,,,,,,,,,Central,0.0,1.0,,,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2012_Quarter_4.csv,,,,,,,,,14-May-09,2009.0379999999998,Front setback variance to construct a new single-family dwelling on a vacant lot.,,,,,,,"('2011-11-28', '2011-11-28', '2011-11-28')",0.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",,4,2012,,,,,,,,,,,,,,,,,,,97.0,,,0.0,,,1.0,,,,,,,,37.737642,-122.43783400000001,,RH-1,,Residential,,RH-1,
14331,14331,,,,2355 28TH AV,,,,,0.0,0.0,,,APN 2357003A,2015-04-07,BP FILED,,,201504072959.0,,,,,0.0,0.0,0.0,,Sunset/Parkside,,,,,,$20000.00,,,,,,,,LEGALIZATION OF DWELLING UNIT INSTALLED WITHOUT PERMIT. UNIT LEGALIZATION ORDINANCE 43-14.,,,,Outer Sunset,"RESIDENTIAL- HOUSE, ONE FAMILY",,,,0.0,,2015-04-07,04/07/2015,,,,,40-X,,0.0,0.0,0.0,Resident,2015-04-07,BP FILED,"(37.7434410340, -122.485722)",,,,0.0,0.0,0.0,,,,Parkside,,,,,,,,,,,,,0.0,0.0,0.0,data/raw/San_Francisco_Development_Pipeline_2016_Quarter_1.csv,,,,,,,,,,,,,,,,,,"('2015-04-07', '2015-04-07', '2015-04-07')",0.0,"('BP FILED', 'BP FILED', 'BP FILED')",2 FAMILY DWELLING,1,2016,,,0.0,0.0,0.0,,,,,,,,,,,,SUPERVISORIAL DISTRICT 4,,,,,,,,2.0,1.0,,,,0.0,0.0,0.0,37.743441034,-122.485722,,RH-1,,,,,
14978,14978,,,,938 SANTIAGO ST,,,,,0.0,0.0,,,APN 2329008,2014-10-24,BP FILED,,,201410249874.0,,,,,0.0,0.0,0.0,,Sunset/Parkside,,,,,,$500000.00,,,,,,,,"BUILDING ADDITION, CONVERT SINGLE FAMILY DWELLING TO DUPLEX, ADD LIVINGROOM, BEDROOM, BATHROOM & KIT",,,,Outer Sunset,"RESIDENTIAL- HOUSE, TWO FAMILY",,,,0.0,,2014-10-24,10/24/2014,,,,,40-X,,0.0,0.0,0.0,Resident,2014-10-24,BP FILED,"(37.7450853172, -122.477617)",,,,0.0,0.0,0.0,,,,Parkside,,,,,,,,,,,,,0.0,0.0,0.0,data/raw/San_Francisco_Development_Pipeline_2016_Quarter_1.csv,,,,,,,,,,,,,,,,,,"('2014-10-24', '2014-10-24', '2014-10-24')",0.0,"('BP FILED', 'BP FILED', 'BP FILED')",2 FAMILY DWELLING,1,2016,,,0.0,0.0,0.0,,,,,,,,,,,,SUPERVISORIAL DISTRICT 4,,,,,,,,2.0,1.0,,,,0.0,0.0,0.0,37.7450853172,-122.477617,,RH-2,,,,,
14492,14492,,,,3225 LINCOLN WY,,,,,0.0,0.0,,,APN 1717048,2015-05-20,PL FILED,,,,,2015-006327PRJ,,,0.0,2450.0,2450.0,,Sunset/Parkside,NAGARA DHAMMA TEMPLE INC THE,,,4156656576,,$0.00,,,,,,,,,,,,Outer Sunset,"RESIDENTIAL- HOUSE, TWO FAMILY",,,,0.0,,2015-05-20,05/20/2015,,,,,40-X,,0.0,0.0,0.0,CIE,2015-05-20,PL FILED,"(37.7644974889, -122.492725)",,,,0.0,0.0,0.0,,,,Outer Sunset,,,,,,,,,,,,,0.0,0.0,0.0,data/raw/San_Francisco_Development_Pipeline_2016_Quarter_1.csv,,,,,,,,TKENNEDY,,,,,,,Change of use from residential to religious.,,,"('2015-05-20', '2015-05-20')",0.0,"('PL FILED', 'PL FILED')",,1,2016,,,0.0,0.0,0.0,,,,,,,,,,,,SUPERVISORIAL DISTRICT 4,,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,37.7644974889,-122.492725,,RH-2,,,,,
9432,9432,,,,428 GROVE ST,0.0,,0.0,,,,,,793009,2015-03-24,BP FILED,,,201503241678.0,,,,0.0,,,,0.0,Hayes Valley,,,,,,,,,,,,,,"TO LEGALIZE THE (E) IN-LAW INTO 2 FAMILY RESIDENCE. ORDINANCE# 43-14. 1 BEDROOM, 1 BATH & 1 KITCHEN",,,,Western Addition,MODERATE SCALE NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT,,,,,,2015-03-24,,,"(37.77793251660, -122.42374777100)",40-X,,,,,,,Resident,2015-03-24,BP FILED,,,0.0,,,,,0.0,0.0,0.0,Western Addition,,,,0.0,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2015_Quarter_1.csv,,,,0.0,0.0,,,,,,,,,,,,,"('2015-03-24',)",0.0,"('BP FILED',)",2 FAMILY DWELLING,1,2015,0.0,,,,,0.0,,,,PERMIT TRACKING,,,,,,,SUPERVISORIAL DISTRICT 5,,,,0.0,,,,2.0,1.0,0.0,0.0,,,,,37.777932516599996,-122.42374777100001,,,,,NCT-3,,
307,307,,,,60 FOUNTAIN ST,,,,,,,,,6501010,2009-06-16,BP FILED,,6501,,,,,,,,,,Noe Valley,,,,,,,,,,06/16/2009 07:00:00 AM +0000,200906160568,,"NEW HOUSE @ LOCATION OF EXISTING HOUSE, HOUSE IS 2001 SQ FT. AT REAR, NO WORK TO FRONT UNIT, REBUILD",,,,,,,,,,,,2009-06-16,,,,,,40-X,,,,,Resident,2009-06-16,BP FILED,"60 Fountain St
(37.749908, -122.441906)",010,,,,,,,,,Central,0.0,1.0,,,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2012_Quarter_1.csv,,,,,,,,,05/28/2009 07:00:00 AM +0000,,Rear yard variance for the construction of a  new single-family building at rear of site. ,,,,,,,"('2009-06-16', '2009-06-16', '2009-06-16', '2009-06-16', '2009-06-16', '2009-06-16', '2009-06-16', '2009-06-16', '2009-06-16', '2009-06-16', '2009-06-16', '2009-06-16')",0.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",,1,2012,,,,,,,3556.0,,,,,,,,BP Filed,,8.0,,477.0,,,0.0,,,2.0,,,,,,,,37.749908000000005,-122.441906,,RH-2,,Residential,,RH-2,
4209,4209,,,5.0,3615 CESAR CHAVEZ ST,,,,,,,,,6575001,2013-07-11,PL APPROVED,,6575,,,,,,,,,,Bernal Heights,,"633 Folsom Street, 6th Floor","San Francisco, CA 94107",,415-600-7206,,313115.0,,,10-Nov-10,,,,,,,,,,,,,-1,,2013-07-11,10-Nov-10,Geoffrey Nelson 415-600-7206,,,,105-E,,,,,Mixed,2013-07-11,PL APPROVED,"3615 Cesar Chavez St
(37.747692000000001, -122.420936)",002,,0.0,,,,,,,Bernal Heights,164617.0,0.0,-52983.0,,0.0,217600.0,0.0,0.0,0.0,,4290.0,220000.0,,,,data/raw/San_Francisco_Development_Pipeline_2013_Quarter_3.csv,,0.0,,,,,,,,2009.0886,"Construction of a new 145,000 sq.ft. St. Luke's Hospital at a height of 114 feet (6 stories); demolition of the existing St. Luke's Hospital after the new hospital is operational, and construction of a new medical office building/future expansion building",,,,,,0.0,"('2010-06-10', '2010-06-10', '2013-07-11', '2013-07-11', '2013-07-11', '2013-07-11', '2013-07-11', '2013-07-11', '2013-07-11')",0.0,"('PL FILED', 'PL FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",,3,2013,,0.0,,,,,28178.0,,,,,California Pacific Medical Center,Geoffrey Nelson,,,PL Approved,9.0,,124.0,,,616485.0,,,0.0,,,,0.0,,,,37.747692,-122.42093600000001,,RH-2,,Residential,,RH-2,
14147,14147,,,,1670 ARMSTRONG AV,,,,,0.0,0.0,,,APN 5419023,2016-01-11,BP FILED,,,201601116781.0,,2016-000826PRJ,,,0.0,0.0,0.0,,Bayview Hunters Point,,,,,,$750000.00,,,,,,,,TO ERECT 4 STORIES OF 3 DWELLING UNIT TYPE 5 CONSTRUCTION.,,,,South Bayshore,LIGHT INDUSTRIAL,,,,0.0,,2016-01-11,01/11/2016,,,,,65-J,,0.0,0.0,0.0,Resident,2016-01-11,BP FILED,"(37.7272726095, -122.393707)",,,,0.0,0.0,0.0,,,,Bayview,,,,,,,,,,,,,0.0,0.0,0.0,data/raw/San_Francisco_Development_Pipeline_2016_Quarter_1.csv,,,,,,Bayview Hunters Point,,,,,,,,,,,,"('2016-01-11',)",0.0,"('BP FILED',)",APARTMENTS,1,2016,,,0.0,0.0,0.0,,,,,,,,,,,,SUPERVISORIAL DISTRICT 10,,,,,,,,3.0,3.0,,,,0.0,0.0,0.0,37.7272726095,-122.393707,,M-1,,,,,
14226,14226,,,,2006 KEITH ST,,,,,0.0,0.0,,,APN 5386001,2010-12-31,BP FILED,,,201012317718.0,,,,,0.0,0.0,0.0,,Bayview Hunters Point,,,,,,$400000.00,,,,,,,,Multiple Permits,,,,South Bayshore,"RESIDENTIAL- HOUSE, ONE FAMILY",,,,0.0,,2010-12-31,12/31/2010,,,,,40-X,,0.0,0.0,0.0,Resident,2010-12-31,BP FILED,"(37.7286919043, -122.390310)",,,,0.0,0.0,0.0,,,,Bayview,,,,,,,,,,,,,0.0,0.0,0.0,data/raw/San_Francisco_Development_Pipeline_2016_Quarter_1.csv,,,,,,Bayview Hunters Point,,,,,,,,,,,,"('2010-12-31', '2010-12-31', '2010-12-31')",0.0,"('BP FILED', 'BP FILED', 'BP FILED')",1 FAMILY DWELLING,1,2016,,,0.0,0.0,0.0,,,,,,,,,,,,SUPERVISORIAL DISTRICT 10,,,,,,,,2.0,2.0,,,,0.0,0.0,0.0,37.7286919043,-122.39031000000001,,RH-1,,,,,
11704,11704,,,,94131,,,,,0.0,,0.0,,APN 2754052,2014-10-22,BP FILED,,,201410229565.0,,,,0.0,,,,0.0,Twin Peaks,,,,,,,,,,,,,,Multiple Permits,,,,,,,0.0,,,,2014-10-22,10/22/2014,,,40-X,,,,,,,Resident,2014-10-22,BP FILED,"94131
(37.75550535050, -122.44061512700)",,0.0,,,,,0.0,0.0,0.0,Noe Valley,,,,0.0,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2015_Quarter_3.csv,,,,0.0,0.0,,Central,,,,,,,,,,,"('2014-10-22',)",0.0,"('BP FILED',)",1 FAMILY DWELLING,3,2015,0.0,,,,,0.0,,,,PERMIT TRACKING,,,,,,,,SUPERVISORIAL DISTRICT 8,,,0.0,,,,2.0,2.0,0.0,0.0,,,,,37.7555053505,-122.440615127,"RESIDENTIAL- HOUSE, TWO FAMILY",,,,RH-2,,
9567,9567,,,,76 BRUCE AV,0.0,,0.0,,,,,,6946019,2014-09-26,BP FILED,,,201409267378.0,,,,0.0,,,,0.0,Oceanview/Merced/Ingleside,,,,,,,,,,,,,,"THREE STORY REAR ADDITION FOR NEW MASTER BEDROOM, BEDROOM FAMLY,BATHROOM,TWO STORY FRONT ADDITION FO",,,,Ingleside,"RESIDENTIAL- HOUSE, ONE FAMILY",,,,,,2014-09-26,,,"(37.72236012840, -122.45252372600)",40-X,,,,,,,Resident,2014-09-26,BP FILED,,,0.0,,,,,0.0,0.0,0.0,Ocean View,,,,0.0,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2015_Quarter_1.csv,,,,0.0,0.0,,,,,,,,,,,,,"('2014-09-26', '2014-09-26', '2014-09-26')",0.0,"('BP FILED', 'BP FILED', 'BP FILED')",2 FAMILY DWELLING,1,2015,0.0,,,,,0.0,,,,PERMIT TRACKING,,,,,,,SUPERVISORIAL DISTRICT 11,,,,0.0,,,,2.0,1.0,0.0,0.0,,,,,37.7223601284,-122.45252372600001,,,,,RH-1,,
11535,11535,,,,94107,,,,,0.0,,0.0,,APN 4008002,2014-07-03,PL FILED,,,,,2014.0599,,0.0,,,,0.0,Potrero Hill,Aaron Schlechter,,,988-1080,,,,,,,,,,,,,,,,,0.0,,,,2014-07-03,07/03/2014,,,40-X,,,,,,,Resident,2014-07-03,PL FILED,"94107
(37.76290707610, -122.40173211600)",,0.0,,,,,0.0,0.0,0.0,Potrero Hill,,,,-7147.0,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2015_Quarter_3.csv,,,,0.0,-7147.0,Showplace Square/Potrero Hill (EN),South of Market,KDURANDE,,,,,,,"The proposed project would demolish an existing two-story (7,147 sq.ft.) industrial building and construct a four-story, 40 feet tall residential building.  The existing building on the 10,000 sq.ft. lot was constructed in 1975.  The proposed new buildin",,,"('2014-07-03',)",0.0,"('PL FILED',)",,3,2015,0.0,,,,,0.0,,,,CASE TRACKING,Aaron Schlechter,,,,,,,SUPERVISORIAL DISTRICT 10,,,0.0,,,,17.0,17.0,0.0,0.0,,,,,37.7629070761,-122.401732116,URBAN MIXED USE,,,,UMU,,
11756,11756,,,,94110,,,,,0.0,,0.0,,APN 5826003,2007-04-27,BP FILED,,,200704279893.0,,,,0.0,,,,0.0,Bernal Heights,,,,,,,,,,,,,,"TO ERECT 3 STORIES, 2 FAMILY RESIDENTIAL BUILDING.",,,,,,,0.0,,,,2007-04-27,04/27/2007,,,40-X,,,,,,,Resident,2007-04-27,BP FILED,"94110
(37.73372244910, -122.41778798200)",,0.0,,,,,0.0,0.0,0.0,Bernal Heights,,,,0.0,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2015_Quarter_3.csv,,,,0.0,0.0,,Bernal Heights,,,,,,,,,,,"('2007-04-27',)",0.0,"('BP FILED',)",2 FAMILY,3,2015,0.0,,,,,0.0,,,,PERMIT TRACKING,,,,,,,,SUPERVISORIAL DISTRICT 9,,,0.0,,,,2.0,2.0,0.0,0.0,,,,,37.7337224491,-122.41778798200001,"RESIDENTIAL- HOUSE, TWO FAMILY",,,,RH-2,,
