APN,NAMEADDR,BESTSTAT,BESTDATE,CASENO,BPAPPLNO,PROPUSE,NEW_REHAB,Alias,LANDUSE,DESCRIPT,DBIDESC,UNITS,UNITSNET,AFFORDABLE,AFFORDABLENET,EntitlementStatus,PARKING,PARKINGNET,TOTAL_GSF,NET_GSF,CIE,CIENET,MED,MEDNET,MIPS,MIPSNET,PDR,PDRNET,RET,RETNET,VISIT,VISITNET,FILEDATE,PLANNER,SPONSOR,CONTACT,CONTACTPH,DECISION,DECDATE,ACTION,ACTDATE,SOURCE,SupeDistrict,PLANAREA,PLNDISTRICT,NEIGHBORHOOD,ZONING_SIM,DISTRICTNAME,HEIGHT_LIMIT,X,Y,geography
APN 3774071,77 & 85 FEDERAL STREET,BP FILED,06/20/2013,2012.141,201306200082,,N,,Mixed,"The proposed project is to demolish two story existing office buildings and new construction of a 5 story, 65-foot tall, commercial building with retail (fitness facility) at the ground-floor and basement level, and office use on the upper four-floors.",ERECT 5-STORY COMMERCIAL & RETAIL NEW BUILDING.,0,0,0,0,0,18,18,72093,54977,0,0,0,0,49730,32614,0,0,22363,22363,0,0,03/26/2013,,David Yocke,David Yocke,415-269-1332,,,,,CASE TRACKING,D6,East SoMa (EN); South of Market,South of Market,South of Market,MUO,MIXED USE-OFFICE,65-X,-122.392342395,37.7828622741,"(37.78286227410, -122.39234239500)"
APN 0074001,701 LOMBARD ST,CONSTRUCTION,02/03/2014,2008.0968,201109235397,,,,CIE,"Library Bond project combined with Park Plan.  Project includes new library on the lot at the corner of Columbus & Lombard Streets (0074/001), demolition of existing branch library, and plan for reorganization and improvements to Joe DiMaggio Playground",ERECT 2-STORY PUBLIC BRANCH LIBRARY,0,0,0,0,-1,0,0,8900,3563,8900,3563,0,0,0,0,0,0,0,0,0,0,09/01/2009,LKIENKER,Bruce Bau,Bruce Bau,397-7416,,,"LATH, EXTERIOR",01/01/41673 12:00:00 AM,CASE TRACKING,D3,,Northeast,North Beach,NCD,NORTH BEACH NEIGHBORHOOD COMMERCIAL,40-X,-122.413210057,37.8026191334,"(37.80261913340, -122.41321005700)"
APN 5231002B,1995 EVANS AV,PL FILED,03/21/2013,2013.0342,,,N,,MIPS,"The proposed project includes demolition of three existing buildings on the site (approximately 39,800 sf) and consturction of a new four-story, 65-foot tal, 105,150 sf building containing the San Francisco Police Department Forsenic Service Division and",,0,0,0,0,0,0,0,105150,65350,0,0,0,0,105150,105150,0,-39800,0,0,0,0,03/21/2013,EPURL,John T. Matthies,John T. Matthies,415-557-4659,,,,,CASE TRACKING,D10,Bayview Hunters Point,South Bayshore,Bayview,PDR-2,"PDR PRODUCTION, DISTRIBUTION, AND REPAIR",80-E,-122.395526244,37.7460861362,"(37.74608613620, -122.39552624400)"
APN 3776080,9 FREELON ST,BP FILED,04/17/2015,2015-006088PRJ,201504173985,OFFICE,N,,MIPS,,"CONSTRUCT (N) 3-STORY OFFICE BUILDING.
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 NOT REQUIRED *",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D6,Central SoMa; East SoMa (EN); South of Market,South of Market,South of Market,SLI,SOMA SERVICE- LIGHT INDUSTRIAL,65-X,-122.395958693,37.7794001993,"(37.77940019930, -122.39595869300)"
APN 5597A001,928 TOLAND ST,CONSTRUCTION,06/22/2015,,201301248656,OFFICE,N,,PDR,,TO ERECT 1 STORY COMMERCIAL BUILDING.,0,0,0,0,-1,0,0,5500,5500,0,0,0,0,0,0,5500,5500,0,0,0,0,,,,,,,,REINSPECT REQUI,01/01/42177 12:00:00 AM,PERMIT TRACKING,D10,Bayview Hunters Point,South Bayshore,Bayview,PDR-2,"PDR PRODUCTION, DISTRIBUTION, AND REPAIR",65-J,-122.401547207,37.7416237004,"(37.74162370040, -122.40154720700)"
APN 0269028,350 BUSH ST,CONSTRUCTION,07/29/2015,2000.541,200708078938,,,,MIPS,"Demolition of buildings, except for the Mining Exchange Bldg. at 350 Bush St., which would be converted to retail use.  Then new construction of a 19-story office bldg. w/ 20,400 sq. ft. of retail space in two galleria levels, 344,540 sq. ft. of office s",ERECT 20 STORIES 3 BASEMENTS OFFICE BLDG.,0,0,0,0,-1,135,135,347300,347300,0,0,0,0,340000,340000,0,0,7300,7300,0,0,01/10/2001,KAMDUR,Russ Buil,Russ Buil,772-7147,Approved,01/01/37203 12:00:00 AM,REINFORCING STE,01/01/42214 12:00:00 AM,CASE TRACKING,D3,Downtown,Downtown,Financial District,C-3-O,DOWNTOWN- OFFICE,250-S,-122.40330374,37.7913114847,"(37.79131148470, -122.40330374000)"
APN 0238002,300 CALIFORNIA ST,PL APPROVED,12/05/2013,2012.0605,,,R,,MIPS,Vertical addition of 4 floors of office to an existing 8 story office building.  The existing rooftop penthouse will be removed.  Existing basement parking and ground-floor retail uses would remain.  Publicly accessible open space would be provided at a,,0,0,0,0,-1,0,0,177255,58582,0,0,0,0,165843,58582,0,0,11412,0,0,0,09/12/2012,,Tracy Zill,,,Approved,01/01/41613 12:00:00 AM,,,CASE TRACKING,D3,Downtown,Downtown,Financial District,C-3-O,DOWNTOWN- OFFICE,400-S,-122.400343674,37.7934465428,"(37.79344654280, -122.40034367400)"
APN 1180015,834 DIVISADERO ST,BP FILED,06/24/2015,2015-009173PRJ,201506249842,RETAIL SALES,R,,Retail/Ent,,CHANGE OF USE FROM (E) AUTO BODY REPAIR SHOP TO RETAIL SUITES. NO CHANGE TO THE BUILDING HEIGHT. FLO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D5,,Western Addition,Western Addition,NCD,DIVISADERO STREET NEIGHBORHOOD COMMERCIAL DISTRICT,65-A,-122.437965388,37.7774366583,"(37.77743665830, -122.43796538800)"
APN 3733079,875 HOWARD ST,BP FILED,06/23/2015,2015-009141PRJ,201506239701,OFFICE,R,,MIPS,,"GROUND FLOOR CONVERT ACCESSORY OFFICE TO GENERAL OFFICE.  2ND FLOOR - CONVERT 13,400 ST FROM INSTITU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D6,Central SoMa; Downtown,South of Market,South of Market,C-3-S,DOWNTOWN SUPPORT,130-F,-122.404102314,37.7816809121,"(37.78168091210, -122.40410231400)"
APN 1145003,2497 GOLDEN GATE AV,BP FILED,06/30/2015,,201506300360,RECREATION BLDG,N,,CIE,,ERECT AN ONE STORY FIRE SPRINKLERED RECREATION BUILDING.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D1,,Western Addition,Inner Richmond,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",80-D,-122.450139134,37.776445656,"(37.77644565600, -122.45013913400)"
APN 3537016,194 Church Street,BP FILED,07/06/2015,2015-002992PRJ,201507060728,OFFICE,R,,Mixed,"Request for Conditional Use Authorization (CUA) pursuant to Planning Code Sections 303, 733.81, and 790.50(a), for a change of use from a vacant Medical Cannabis Dispensary to a Large Other Institution (use as a community and private social event space),",VIOLATION CORRECTION WITH ADA BARRIER REMOVAL. NOV # 201552001 @ 2ND FLOOR ONLY. REMOVE ALL BAR & COOKING RELATED FIXTURES & RESTORE TO USE AS OFFICE @ 2ND FLOOR.,0,0,0,0,0,0,0,4025,0,1525,1525,0,0,0,0,0,0,2500,-1525,0,0,03/11/2015,CCLARKE,,AMD PROJECT LLC,4152715760,FILED,01/01/42132 12:00:00 AM,,,CASE TRACKING,D8,Market and Octavia,Buena Vista,Castro/Upper Market,NCT,UPPER MARKET NEIGHBORHOOD COMMERCIAL TRANSIT,40-X,-122.4291824,37.7679422172,"(37.76794221720, -122.42918240000)"
APN 8709004,1600 OWENS ST,CONSTRUCTION,05/11/2015,2006.1216,200711097802,OFFICE,N,,MIPS,"Section 321 allocation for 228,000 gsf of office development in new 10-story (approximately 160') 245,500 gsf laboratory/office building with ground-floor retail, no on-site parking (off-street parking to be provided on adjacent parcel - Parcel 6).  Miss","ERECT 10-STORY, TYPE-1, OFFICE, LAB, RETAIL NEW BUILDING.",0,0,0,0,-1,0,0,245000,245000,0,0,0,0,245000,245000,0,0,0,0,0,0,09/29/2006,CNIKITAS,,,,Approved,,OK TO COVER,01/01/42135 12:00:00 AM,PERMIT TRACKING,D6,Mission Bay,South of Market,South of Market,MB-RA,SEE MISSION BAY SOUTH REDEVELOPMENT PLAN,MB-RA,-122.395057507,37.7687575633,"(37.76875756330, -122.39505750700)"
APN 3799001,601 TOWNSEND ST,PL APPROVED,05/10/2012,2011.1147,,,R,,MIPS,"Conversion of basement level into office (approx. 72,600 sf of 288,458 gsf). Currently, the building possesses 215,858 sf of office use.",,0,0,0,0,-1,0,0,288458,72600,0,0,0,0,288458,72600,0,0,0,0,0,0,10/13/2011,RSUCRE,John Kelvin,John Kelvin,415.567.9000,Approved,01/01/41039 12:00:00 AM,,,CASE TRACKING,D10,Showplace Square/Potrero Hill (EN),South of Market,South of Market,UMU,URBAN MIXED USE,68-X,-122.401663251,37.7711248895,"(37.77112488950, -122.40166325100)"
APN 3517035,1401 HOWARD STREET,BP ISSUED,01/27/2015,2011.0929,201206213096,CHURCH,,,CIE,"The project involves a change of use from a church to office and restaurant, and a seismic upgrade for the entire building.","SEISMIC UPGRADE OF (E) BUILDING. BASIC ACCESSIBILITY UPGRADE AND FOUNDATION FOR ADDITIONAL STORY.  TENANT IMPROVEMENTS UNDER SEPARATE PERMIT. CHANGE OF USE FROM CHURCH TO OFFICE (18,260 sq ft), RETAIL (1,300 sq ft), AND ASSEMBLY (2,500 sf)UNDER SEPARATE",0,0,0,0,-1,0,0,3800,3800,3800,3800,0,0,0,0,0,0,0,0,0,0,08/25/2011,RSUCRE,,,,Approved,01/01/42069 12:00:00 AM,ISSUED,01/01/42031 12:00:00 AM,CASE TRACKING,D6,Western SoMa (EN); South of Market,South of Market,South of Market,RCD,REGIONAL COMMERCIAL,55/65-X,-122.414298822,37.7735620051,"(37.77356200510, -122.41429882200)"
APN 3720001,425 MISSION ST,CONSTRUCTION,07/10/2015,2008.0789,201303132080,,N,TRANSBAY TOWER,MIPS,"Transbay Tower project is a 1,200-ft tall, 80-story, 1,880,000-sf office building with 43,000-sf retail in three floors, uppermost connected by retail bridge to proposed Transbay Transit Center City Park, 300-400 parking spaces in subsurface garage acces","TO ERECT 61 STORIES WITH 3 BASEMENTS, OFFICE, RETAIL, PARKING BUILDING.",0,0,0,0,-1,350,350,1743000,1742950,0,0,0,0,1700000,1700000,0,0,43000,42950,0,0,07/01/2008,SJONES,ROBERT BECK,ROBERT BECK,597-4620,,,POLICE PERMITS,01/01/42195 12:00:00 AM,CASE TRACKING,D6,Transbay; Transit Center District; Downtown,Downtown,Financial District,C-3-O(SD),DOWNTOWN- OFFICE (SPECIAL DEVELOPMENT),1000-S-2,-122.396595638,37.7896913805,"(37.78969138050, -122.39659563800)"
APN 5598006,367 BAY SHORE BL,CONSTRUCTION,06/25/2015,2011.1203,201101208739,CAR WASH,N,,Mixed,,"TO ERECT 2 STORIES, CAR WASH / COMMERCIAL BUILDING.",0,0,0,0,-1,0,0,10000,10000,0,0,0,0,0,0,5000,5000,5000,5000,0,0,,,,,,,,CEILING INSPECT,01/01/42180 12:00:00 AM,PERMIT TRACKING,D10,Bayview Hunters Point; Bayshore Boulevard,South Bayshore,Bayview,PDR-2,"PDR PRODUCTION, DISTRIBUTION, AND REPAIR",65-J,-122.405603766,37.7414088069,"(37.74140880690, -122.40560376600)"
APN 0250001,1401 CALIFORNIA ST,PL APPROVED,12/15/2011,2011.1046,,,N,,Retail/Ent,"Demolish Cala Foods and loading dock and construct 6-8-story, 95-unit residential mixed-use building, 31,000-sf retail, and 105 parking, 246,500-sf total. LEED Gold.",,0,0,0,0,-1,86,7,25543,-4544,0,0,0,0,0,0,0,0,25543,-4544,0,0,06/13/2008,RCRAWFOR,Lisa Congdon,Lisa Congdon,395.0880x303,,,,,CASE TRACKING,D3,,Northeast,Nob Hill,NCD,POLK STREET NEIGHBORHOOD COMMERCIAL,65-A,-122.417820842,37.7906161999,"(37.79061619990, -122.41782084200)"
APN 8719002,1351 03RD ST,CONSTRUCTION,01/14/2015,,201110066246,OFFICE,N,,MIPS,,"ERECT 6 STORIES BUILDING OF POLICE HEADQUARTERS, FIRE STATION.",0,0,0,0,-1,0,0,264000,264000,0,0,0,0,264000,264000,0,0,0,0,0,0,,,,,,,,SITE VERIFICATI,01/01/42018 12:00:00 AM,PERMIT TRACKING,D6,,South of Market,South of Market,MB-OS,MISSION BAY OPEN SPACE,OS,-122.388787438,37.774715583,"(37.77471558300, -122.38878743800)"
APN 3777045,598 BRANNAN STREET,PL FILED,08/23/2012,2012.064,,,R,,MIPS,"Proposes to demolish the existing two-story, 38,200 sq.ft. industrial building at the property and to construct a two-building office project at the site.  The buildings would be 160 feet in height, with 11 stories each.  The buildings would be completel",,0,0,0,0,0,0,0,700456,662256,0,0,0,0,700456,692568,0,-30312,0,0,0,0,08/23/2012,,The Hearst Corporation,Andrew Junius,415-567-9000,,01/01/41103 12:00:00 AM,,,CASE TRACKING,D6,Central SoMa; Western SoMa (EN); South of Market,South of Market,South of Market,SALI,SERVICE/ARTS/LIGHT INDUSTRIAL,40/55-X,-122.39884701,37.7773375281,"(37.77733752810, -122.39884701000)"
APN 3735063,222 02ND ST,CONSTRUCTION,07/30/2015,2006.1106,200711309386,,,,MIPS,"Amend previous Motion No. 18168 (Case No. 2006.1106X) to grant new exceptions related to bulk and separation of towers, in response to revised tower design/configuration. The amended project would not increase the gross floor area of the building. | The","Construction of 25 stories office building with public assembly, food/beverage handling,retail sales",0,0,0,0,-1,0,0,623300,623300,0,0,0,0,617000,617000,0,0,6300,6300,0,0,01/08/2013,ALIGHT,Priority,Priority,(415) 567,,,NO ENTRY/NO PRO,01/01/42215 12:00:00 AM,CASE TRACKING,D6,Central SoMa; Transit Center District; Downtown,South of Market,Financial District,C-3-O(SD),DOWNTOWN- OFFICE (SPECIAL DEVELOPMENT),350-S,-122.398235075,37.7863198113,"(37.78631981130, -122.39823507500)"
APN 3532091,245 VALENCIA ST,CONSTRUCTION,12/09/2014,2010.0681,201008038065,,N,,CIE,The project proposes to construct a new Church at the subject site including a below grade off-street parking structure.,,0,0,0,0,-1,0,0,50431,13256,50431,13256,0,0,0,0,0,0,0,0,0,0,08/12/2010,EJACKSON,John Goldman,John Goldman,415-391-1339,APPR/WC,01/01/40808 12:00:00 AM,REINFORCING STE,01/01/41982 12:00:00 AM,CASE TRACKING,D9,Market and Octavia,Mission,Mission,NCT-3,MODERATE SCALE NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT,50-X,-122.42180637,37.7687773739,"(37.76877737390, -122.42180637000)"
APN 3703066,1053 MARKET ST,PL FILED,06/16/2014,2014.0408,,,N,,Visitor,The proposed project would demolish an existing commercial building and construct a 10-story tourist hotel with 155 rooms with a ground floor retail space.,,0,0,0,0,0,0,0,74000,65755,0,0,0,0,0,0,0,0,4000,-4245,70000,70000,06/16/2014,LYEGAZU,Michael Stanton,Lisa Zhuo,415-865-9600,,,,,CASE TRACKING,D6,Downtown,Downtown,South of Market,C-3-G,DOWNTOWN- GENERAL,90-X,-122.41115593,37.7810079386,"(37.78100793860, -122.41115593000)"
APN 4229004,1275 MINNESOTA ST,BP FILED,02/06/2015,2014-002757PRJ,201502067724,WORKSHOP COMMERCIAL,R,,PDR,The conversion of an existing warehouse building currently being used for the manufacture and sale of furniture into spaces for arts activities with the intention of providing affordable space to gallerists and arts-related non-profits who are being pric,CONVERSION OF EXISTING WAREHOUSE TO ART GALLERIES. EXISTING MEZZANINE WILL BE RECONSTRUCTED AND EXPA,0,0,0,0,0,0,0,34519,7782,0,0,0,0,0,0,32238,5501,2281,2281,0,0,,RSUCRE,Jensen Architecture,,4153489650,,,,,PERMIT TRACKING,D10,Central Waterfront (EN),South of Market,Potrero Hill,PDR-1-G,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL",58-X,-122.38938123,37.7542517211,"(37.75425172110, -122.38938123000)"
APN 4829007,1560 WALLACE AV,BP APPROVED,02/28/2014,,201112080359,"WAREHOUSE,NO FRNITUR",N,,PDR,,"ERECT 1 STORY, TYPE 5, WAREHOUSE BUILDING.",0,0,0,0,-1,0,0,5000,5000,0,0,0,0,0,0,5000,5000,0,0,0,0,,,,,,,,APPROVED,01/01/41698 12:00:00 AM,PERMIT TRACKING,D10,Bayview Hunters Point,South Bayshore,Bayview,PDR-1-B,PDR LIGHT INDUSTRIAL BUFFER,40-X,-122.390304857,37.7273245523,"(37.72732455230, -122.39030485700)"
APN 3788039,345 BRANNAN ST,CONSTRUCTION,07/31/2015,2007.0385,200810275193,,N,,MIPS,"New construction approx. 69,540-gsf, 4-story, 50' height office building on existing parking lot, with 58-space ground floor parking and street frontage retail space.","ERECT A OFFICE, RESTAURANT & PARKING 4 STORIES BUILDING.",0,0,0,0,-1,58,-36,53030,53030,0,0,0,0,49500,49500,0,0,3530,3530,0,0,09/18/2008,,David Silverman,David Silverman,415-567-9000,,,"ROUGH FRAME, PA",01/01/42216 12:00:00 AM,CASE TRACKING,D6,Central SoMa; East SoMa (EN); South of Market,South of Market,South of Market,MUO,MIXED USE-OFFICE,65-X,-122.392478381,37.7805436044,"(37.78054360440, -122.39247838100)"
APN 3717019,120 HOWARD ST,CONSTRUCTION,06/13/2012,2006.0616,200611178045,OFFICE,,,MIPS,"Three-story, approximately 67,000 square-foot vertical addition to existing 155,000 square-foot nine-story office building.","PROPOSED VERTICAL ADDITION REMOVING EXTG PENTHOUSE AND CONSTRUCTING 4 NEW STORIES WITH FULL FLOOR PLATES, NEW STRUCTURE WILL BE STEEL MOMENT FRAME AND MECHANICAL WILL BE VARIABLE AIR VOLUME-REPLACE 3 EXTG ELEVATORS",0,0,0,0,-1,0,0,222000,67000,0,0,0,0,222000,67000,0,0,0,0,0,0,05/11/2006,,,,,Approved,01/01/39289 12:00:00 AM,ROUGH FRAME,01/01/41073 12:00:00 AM,PERMIT TRACKING,D6,Transit Center District; Downtown,Downtown,Financial District,C-3-O(SD),DOWNTOWN- OFFICE (SPECIAL DEVELOPMENT),200-S,-122.393110431,37.7913518413,"(37.79135184130, -122.39311043100)"
APN 3757045,44 MCLEA CT,BP FILED,03/26/2008,,200803268024,OFFICE,R,,MIPS,,VERTICAL ADDITION OF 3RD FLOOR OFFICE SPACE AND MEZZANINE AND INTERIOR RENOVATION TO INCLUDE RESTROO,0,0,0,0,0,0,0,6075,2025,0,0,0,0,6075,2025,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D6,Western SoMa (EN); South of Market,South of Market,South of Market,SALI,SERVICE/ARTS/LIGHT INDUSTRIAL,40/55-X,-122.408867755,37.7721152782,"(37.77211527820, -122.40886775500)"
APN 4792029,1212 THOMAS AV,BP FILED,07/23/2008,,200807237371,,,,PDR,,"ERECT A SINGLE STORY COMMERCIAL BUILDING(OFFICE & WAREHOUSE)WITH APPROX. 30,000 SQUARE FEET AT 24' H",0,0,0,0,0,0,0,30000,30000,0,0,0,0,5000,5000,25000,25000,0,0,0,0,,,,,,,,,,BLDG PERMIT,D10,Bayview Hunters Point,South Bayshore,Bayview,PDR-1-B,PDR LIGHT INDUSTRIAL BUFFER,40-X,-122.384144226,37.7266647832,"(37.72666478320, -122.38414422600)"
APN 3778047,610-620 Brannan Street,PL APPROVED,06/14/2014,2014.0416,,,N,,MIPS,"The proposed project would demolish a paved lot and an existing 3 single-story buildings to erect an approximately 160 ft. tall (620,000 sf) office building (""600 Brannan"" project) with public open space, PDR uses, street-facing retail, and subsurface pa",,0,0,0,0,-1,0,0,560682,526802,0,0,0,0,536607,526807,6547,-17533,17528,17528,0,0,06/19/2014,,Dan Kingsley,Steve Shanks,415.421.8200,Approved,01/01/41804 12:00:00 AM,,,CASE TRACKING,D6,Central SoMa; Western SoMa (EN); South of Market,South of Market,South of Market,SALI,SERVICE/ARTS/LIGHT INDUSTRIAL,40/55-X,-122.399555505,37.7766269343,"(37.77662693430, -122.39955550500)"
APN 5323015A,1425 MENDELL ST,BP ISSUED,05/11/2015,2007.0331,200705030367,,N,,MIPS,Demolish existing commercial building and construct a new 5-story commercial office building with retail on the first floor.,"TO DEMOLISH 2 STORIES OFFICE BUILDING. (200705030363)

TO ERECT 5 STORIES OFFICE BUILDING.",0,0,0,0,-1,0,0,7031,3802,0,0,0,0,5625,2396,0,0,1406,1406,0,0,05/24/2007,BFU,Adam Winig,Adam Winig,510-444-2410,Approved,01/01/41022 12:00:00 AM,ISSUED,01/01/42135 12:00:00 AM,CASE TRACKING,D10,Bayview Hunters Point,South Bayshore,Bayview,NC-3,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE",55-X,-122.390344608,37.7342701102,"(37.73427011020, -122.39034460800)"
APN 7106052,327 CAPITOL AVE,PL FILED,01/03/2015,2015-000060PRJ,,,R,,CIE,Change of use from a religious facility to a child care facility for up to 90 children ages 2.5-6 years old.,,0,0,0,0,0,0,0,3052,0,3052,0,0,0,0,0,0,0,0,0,0,0,01/03/2015,APERRY,Quickdraw Permit Consulting,,4155521888,FILED,01/01/42007 12:00:00 AM,,,CASE TRACKING,D11,,Ingleside,Ocean View,NC-1,"NEIGHBORHOOD COMMERCIAL, CLUSTER",40-X,-122.459302748,37.7135532107,"(37.71355321070, -122.45930274800)"
APN 3785003,690 05TH ST,PL APPROVED,06/17/2009,2006.0091,,,,,Visitor,"Proposed project would demolish the existing office building and its associated parking and construct a new 75 room hotel and 5,000 cafe/bar. The building would be approximately 65 feet in height , 46,000 sq. ft. and would include 27 below-grade parking",,0,0,0,0,-1,27,13,46000,32500,0,0,0,0,0,-13500,0,0,5000,5000,41000,41000,01/24/2006,,Mark Seiler,Circe Sher,538-7012,CEQA,,,,CASE TRACKING,D6,Central SoMa; Western SoMa (EN); South of Market,South of Market,South of Market,WMUO,WSOMA MIXED USE-OFFICE,85-X,-122.397675697,37.7753480052,"(37.77534800520, -122.39767569700)"
APN 3794024,144 KING ST,CONSTRUCTION,07/31/2015,2004.1326,201306280783,,,,Mixres,To demolish a non-contributing building in South End HD and construct new 131-room hotel with ground floor retail and no off-street parking. Seeking variances for parking and for restrictions on bay window dimensions (Sections 151 and 136).,ERECT 12 STORIES OF HOTEL WITH A RESTAURANT & 132 GUEST ROOMS.,0,0,0,0,-1,0,0,49500,43845,0,0,0,0,0,0,0,-5655,0,0,49500,49500,06/21/2005,WHASTIE,David  Levy,David  Levy,415-268-6238,,,OK TO POUR,01/01/42216 12:00:00 AM,CASE TRACKING,D6,East SoMa (EN),South of Market,South of Market,MUO,MIXED USE-OFFICE,105-F,-122.390944425,37.7793212961,"(37.77932129610, -122.39094442500)"
APN 3727091,1125 MISSION ST,PL FILED,01/15/2015,2015-000509PRJ,,,R,,MIPS,Office Allocation to change use from automotive vehicle repair and garage to a general office space.,,0,0,0,0,0,0,0,37944,0,0,0,0,0,37944,37944,0,-37944,0,0,0,0,01/15/2015,RSUCRE,"Reuben, Junius & Rose LLP",,4155679000,FILED,01/01/42019 12:00:00 AM,,,CASE TRACKING,D6,East SoMa (EN); South of Market,Downtown,South of Market,MUO,MIXED USE-OFFICE,65-X,-122.411259921,37.7784822427,"(37.77848224270, -122.41125992100)"
APN 3763017,482 BRYANT ST,CONSTRUCTION,05/22/2015,2013.0629,201211083830,OFFICE,N,,Retail/Ent,"The proposed project is the construction of a two-story commercial building on a currently vacant property. The project would construct a 4,857 square foot, 47'6 tall building with no off-street parking.","ERECT 2-STORY, COMMERCIAL BUILDING.
",0,0,0,0,-1,0,0,4857,4857,0,0,0,0,0,0,0,0,4857,4857,0,0,05/16/2013,,,,,,,SHEETROCK NAILI,01/01/42146 12:00:00 AM,PERMIT TRACKING,D6,Central SoMa; East SoMa (EN); South of Market,South of Market,South of Market,SLI,SOMA SERVICE- LIGHT INDUSTRIAL,65-X,-122.395622483,37.7818082786,"(37.78180827860, -122.39562248300)"
APN 5518017,3159 MISSION ST,BP FILED,01/12/2015,2015-000293PRJ,201501125487,MASSAGE PARLOR,R,,Mixres,Change of use from medical office to massage establishment.,"CHANGE OF USE FROM MEDICAL OFFICE TO MASSAGE ESTABLISHMENT. ""NO ADDITIONAL WORK PROPOSED"". SEE CONDITIONAL USE AUTHORIZATION CASE #2015000293CUA @ PLANNING DEPT.",2,0,0,0,0,0,0,1200,1200,1200,1200,0,0,0,0,0,0,0,0,0,0,01/09/2015,JDISALVO,Balance Traditional Thai Massage,,415-710-0066,FILED,01/01/42013 12:00:00 AM,,,CASE TRACKING,D9,,Bernal Heights,Bernal Heights,NC-3,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE",50-X,-122.418996602,37.7464633171,"(37.74646331710, -122.41899660200)"
APN 1156013,1660 MCALLISTER ST,BP FILED,01/26/2015,,201501266647,CHURCH,R,,CIE,,COMPLETE CHANGE OF USE FROM GARAGE TO CHURCH. COMPLETE WORK IN BATHROOMS & PULPIT AREA. INSTALL NEW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D5,,Western Addition,Western Addition,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",40-X,-122.439370388,37.777952962,"(37.77795296200, -122.43937038800)"
APN 4851017,1313 ARMSTRONG AV,BP FILED,11/27/2012,,201211274877,"WAREHOUSE, FURNITURE",N,,PDR,,TO ERECT ONE STORY PRODUCT PACKAGING BUILDING W/ PARKING.,0,0,0,0,0,0,0,1355,1355,0,0,0,0,0,0,1355,1355,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D10,Bayview Hunters Point,South Bayshore,Bayview,PDR-2,"PDR PRODUCTION, DISTRIBUTION, AND REPAIR",40-X,-122.387525705,37.7230787723,"(37.72307877230, -122.38752570500)"
APN 2375019,3606 - 3608 Taraval Street,PL FILED,02/25/2015,2015-002171PRJ,,,R,,Mixres,Change of use from office and gaming uses to two (2) limited restaurants.,,2,0,0,0,0,0,0,2153,0,0,0,0,0,0,0,0,0,2153,0,0,0,02/25/2015,DWASHING,,,4159394140,FILED,01/01/42060 12:00:00 AM,,,CASE TRACKING,D4,,Outer Sunset,Parkside,NC-1,"NEIGHBORHOOD COMMERCIAL, CLUSTER",40-X,-122.504901911,37.7420112987,"(37.74201129870, -122.50490191100)"
APN 2360014,2120 TARAVAL ST,PL FILED,03/18/2015,2015-003342PRJ,,,R,,Retail/Ent,Change of use from an existing automotive repair facility to a Medical Cannabis Dispensary.,,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,-5000,5000,5000,0,0,03/18/2015,EJACKSON,,"Thomas Walsh, Jr.",6502074638,FILED,01/01/42081 12:00:00 AM,,,CASE TRACKING,D4,,Outer Sunset,Parkside,NCD,TARAVAL STREET NEIGHBORHOOD COMMERCIAL DISTRICT,50-X,-122.488886374,37.7427172902,"(37.74271729020, -122.48888637400)"
APN 4352007,1301 CESAR CHAVEZ ST,BP ISSUED,01/29/2015,,200710155436,FILLING/SERVICE STN,,,MIPS,,"Erect a two stories builing for maintenance and operations facility with admininstrative offices for SFMuni. A-3 for lunch rm; B for Admin. off, locker rms, training conference, T.V. rm; H-4 for welding shop and elec. shop; S-2 for part storage, equip. r",0,0,0,0,-1,0,0,88564,81979,0,0,0,0,88564,88564,0,-6585,0,0,0,0,,,,,,,,ISSUED,01/01/42033 12:00:00 AM,PERMIT TRACKING,D10,Bayview Hunters Point,South Bayshore,Bayview,PDR-2,"PDR PRODUCTION, DISTRIBUTION, AND REPAIR",65-J,-122.390975379,37.7492558732,"(37.74925587320, -122.39097537900)"
